Unnamed: 0,Job Id,Salary Range (K),Min Salary (K),Max Salary (K),Work Type,Job Posting Date,Job Title,Job Description,skills,Company,Broader Category,Average Salary (K),Year-Quarter,Job Minimum Experience,Job Maximum Experience,Job URL,Job Salary Range
234882.0,2988653338046506.0,28.0,59.0,87.0,Contract,2022-11-04,Legal Secretary,"A Court Clerk manages administrative tasks within a court system, including maintaining court records, scheduling hearings, and assisting judges and legal professionals as needed.","['Knowledge of court procedures', 'Legal document management', 'Attention to detail', 'Computer literacy', 'Organization skills']",Lululemon athletica,Legal Services,73.0,2022Q4,2.0,11.0,,
234899.0,3022916314798779.0,44.0,63.0,107.0,Temporary,2022-05-15,Executive Assistant,"Project Coordinators assist in planning, executing, and monitoring projects. They facilitate communication among team members, track project progress, and ensure tasks are completed on time.","['Project management', 'Communication', 'Time management', 'Organization', 'Problem']",Hartford Financial Services Group,Business,85.0,2022Q2,0.0,11.0,,
235071.0,2682022182192309.0,27.0,61.0,88.0,Contract,2021-10-30,Data Scientist,"Data Engineers design and maintain data pipelines, ensuring data availability and quality for analysis and reporting purposes.","['Data integration', 'Extract', 'Transform', 'Load', 'Big data technologies', 'Hadoop', 'Spark', 'Database management', 'Data warehousing']",Whitbread plc,Information Technology,74.5,2021Q4,0.0,10.0,,
235167.0,2157461469236307.2,51.0,62.0,113.0,Full-Time,2022-08-16,Research Analyst,"A Market Research Analyst gathers and analyzes data to provide insights into market trends, consumer behavior, and competitive landscapes. They help businesses make informed decisions.","['Market research methodologies', 'Data collection and analysis', 'Consumer behavior analysis', 'Competitor analysis', 'Survey design and analysis', 'Statistical analysis software', 'SPSS', 'SAS', 'Data visualization', 'Trend analysis', 'Report writing', 'Communication skills', 'Attention to detail']",PVH,Business,87.5,2022Q3,4.0,13.0,,
235208.0,1619669613070693.0,30.0,55.0,85.0,Full-Time,2022-09-17,Sales Manager,"Oversee sales operations within a specific region, develop sales plans, and manage regional sales teams.","['Sales strategy development', 'Territory management', 'Sales team leadership']",Bajaj Finance,Business,70.0,2022Q3,0.0,14.0,,
235213.0,514780000000000.0,63.0,64.0,127.0,Contract,2023-10-07,SEO Analyst,"As a Technical SEO Analyst, your role is to analyze website performance and identify opportunities for optimization. You will work on improving site speed, mobile-friendliness, and other technical aspects to enhance search engine rankings. You will also perform keyword research, conduct competitive analysis, and provide recommendations to improve website SEO.","['Technical', 'Website audits', 'O tools', 'Screaming', 'Frog', 'Ahrefs', 'Schema markup', 'Site speed optimization', 'L sitemaps', 'Canonicalization']","McCormick & Company, Incorporated",Information Technology,95.5,2023Q4,3.0,9.0,,
235256.0,2759001058138415.0,72.0,57.0,129.0,Intern,2022-05-04,SEM Specialist,"SEM Analysts analyze search engine marketing (SEM) campaigns. They monitor performance, optimize keyword strategies, and provide insights to improve the effectiveness of SEM efforts.","['Search engine marketing', 'SEM', 'Google', 'Ads', 'Bing', 'Ads', 'Keyword analysis', 'Ad performance analysis', 'M strategy development', 'Bid management']",Automatic Data Processing,Business,93.0,2022Q2,4.0,11.0,,
235785.0,2964840589485270.0,54.0,56.0,110.0,Temporary,2023-02-04,Legal Assistant,"Assist lawyers with legal research, document preparation, and case management in law firms or legal departments.","['Legal research', 'Document drafting', 'Case management', 'Legal databases', 'Lexis', 'Nexis', 'Client communication', 'Deposition preparation', 'Trial support', 'Ethics and confidentiality', 'Attention to detail', 'Communication skills', 'Legal software proficiency']",Sonoco Products,Legal Services,83.0,2023Q1,2.0,8.0,,
235828.0,1409302719135328.0,34.0,65.0,99.0,Intern,2022-07-08,Quality Assurance Analyst,"Test Automation Engineers automate testing processes using scripts and tools. They design and maintain automated test suites to streamline testing efforts, improve efficiency, and enhance software quality.","['Test automation frameworks and tools', 'Scripting and programming languages', 'Python', 'Java', 'Continuous integration and continuous testing', 'CI', 'CT', 'Test script development and maintenance', 'Test environment setup and management']",Edison International,Information Technology,82.0,2022Q3,4.0,9.0,,
236082.0,2034565400320784.8,41.0,65.0,106.0,Contract,2022-01-19,Purchasing Agent,"An Inventory Manager oversees inventory levels, coordinates stock movements, and optimizes inventory control procedures to ensure efficient stock management and product availability.","['Inventory control', 'Demand forecasting', 'Supply chain management', 'Data analysis', 'Warehouse management']",Smith & Nephew,Business,85.5,2022Q1,0.0,9.0,,
236640.0,2922672336157241.0,71.0,58.0,129.0,Part-Time,2021-10-11,Customer Support Specialist,"Customer Success Managers focus on ensuring customer satisfaction and retention. They build relationships with clients, understand their needs, and work to maximize the value customers receive from products or services, ultimately driving customer success and loyalty.","['Customer relationship management', 'Onboarding and training', 'Customer feedback analysis', 'Retention strategies', 'Cross', 'Strong communication and empathy', 'Customer advocacy']",Fresenius Medical Care AG & Co. KGaA,Business,93.5,2021Q4,4.0,14.0,,
236889.0,2575070090286416.0,45.0,61.0,106.0,Intern,2023-02-27,UX/UI Designer,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,"['Interaction design principles', 'User behavior and psychology', 'Wireframing and prototyping tools', 'Animation and micro', 'Collaborative design processes']",EMCOR Group,Information Technology,83.5,2023Q1,1.0,9.0,,
236976.0,3072212455688888.0,61.0,65.0,126.0,Full-Time,2023-05-05,Interior Designer,"A Residential Interior Designer plans and designs interior spaces in homes. They select furnishings, colors, and layouts to create functional and aesthetically pleasing environments.","['Residential interior design', 'Space planning', 'Color theory and selection', 'Furniture and materials selection 3', 'D modeling and rendering']",Gree Electric Appliances,Information Technology,95.5,2023Q2,1.0,8.0,,
237019.0,1657088718682737.0,45.0,65.0,110.0,Contract,2023-01-21,Executive Assistant,"Office Managers oversee daily office operations, including supervising staff, managing facilities, and ensuring efficient workflow. They may also handle budgeting, resource allocation, and office policies.","['Office administration and management', 'Budgeting and expense tracking', 'Team coordination and supervision', 'Facility management', 'Vendor and supplier relations']",Carrier Global,Business,87.5,2023Q1,1.0,12.0,,
237074.0,2855665188500791.0,63.0,55.0,118.0,Part-Time,2022-09-28,UX/UI Designer,"User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications.","['User', 'I design tools', 'Sketch', 'Adobe', 'Wireframing and prototyping', 'Usability testing and user research', 'Information architecture and user flows']",DXC Technology,Information Technology,86.5,2022Q3,3.0,11.0,,
237492.0,1920497096138839.2,30.0,62.0,92.0,Full-Time,2022-02-08,Legal Assistant,"Assist lawyers with legal research, document preparation, and case management in law firms or legal departments.","['Legal research', 'Document drafting', 'Case management', 'Legal databases', 'Lexis', 'Nexis', 'Client communication', 'Deposition preparation', 'Trial support', 'Ethics and confidentiality', 'Attention to detail', 'Communication skills', 'Legal software proficiency']",Johnson & Johnson,Legal Services,77.0,2022Q1,0.0,14.0,,
237671.0,2702060654447174.0,37.0,57.0,94.0,Temporary,2022-01-17,Supply Chain Analyst,"A Logistics Analyst analyzes and optimizes logistics and supply chain operations, identifying cost-saving opportunities, improving transportation efficiency, and enhancing supply chain performance.","['Supply chain analysis', 'Data analytics', 'Inventory management', 'Transportation planning', 'Problem']",Aviva,Business,75.5,2022Q1,5.0,12.0,,
237924.0,1149996942216576.0,73.0,56.0,129.0,Contract,2023-05-22,UX/UI Designer,"User Interface Designers focus on the visual and interactive aspects of digital interfaces. They design layouts, buttons, and other elements to ensure a cohesive and visually appealing user interface.","['I design principles and best practices', 'Graphic design tools', 'Adobe', 'Photoshop', 'Illustrator', 'Typography and color theory', 'Visual design and layout', 'Responsive design']",Valero Energy,Information Technology,92.5,2023Q2,0.0,14.0,,
237998.0,1363992250534609.0,49.0,64.0,113.0,Full-Time,2021-11-15,Marketing Analyst,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.","['Data analysis tools', 'SQL', 'Python', 'Data visualization tools', 'Tableau', 'Power', 'Statistical analysis', 'Data cleansing and transformation', 'Data modeling', 'Communication of data insights', 'Problem', 'Attention to detail', 'Business acumen']",US Foods Holding,Business,88.5,2021Q4,2.0,12.0,,
238396.0,1675864271335142.0,74.0,56.0,130.0,Full-Time,2021-12-19,Java Developer,"Java Backend Developers specialize in building the server-side components of software applications using Java. They work on database integration, server logic, and performance optimization to ensure efficient and reliable backend functionality.","['Backend development', 'Tful', 'Is', 'Database integration', 'Java', 'Enterprise', 'Edition', 'Performance optimization', 'Version control', 'Git']",Experian,Information Technology,93.0,2021Q4,1.0,8.0,,
238757.0,1833950382055774.0,34.0,60.0,94.0,Full-Time,2022-08-16,Human Resources Manager,"Employee Relations Specialists focus on maintaining positive relationships between employees and the organization. They address workplace issues, conduct investigations, mediate conflicts, and promote a healthy and productive work environment.","['Employee conflict resolution', 'R compliance', 'Employee engagement', 'Communication skills']",Nordstrom,Business,77.0,2022Q3,3.0,10.0,,
239150.0,750242000000000.0,17.0,63.0,80.0,Full-Time,2023-02-24,Civil Engineer,"A Water Resources Engineer manages and develops water-related projects, such as dams, irrigation systems, and flood control measures, to ensure water resource sustainability.","['Water resources engineering', 'Hydrology and hydraulics', 'Environmental impact assessment', 'Water resource modeling software', 'Watershed management']",Tractor Supply Company,Engineering,71.5,2023Q1,3.0,13.0,,
239231.0,1650036544807236.0,62.0,63.0,125.0,Temporary,2022-03-03,Purchasing Agent,"An Inventory Manager oversees inventory levels, coordinates stock movements, and optimizes inventory control procedures to ensure efficient stock management and product availability.","['Inventory control', 'Demand forecasting', 'Supply chain management', 'Data analysis', 'Warehouse management']",W.R. Berkley,Business,94.0,2022Q1,2.0,14.0,,
239323.0,110695000000000.0,39.0,65.0,104.0,Intern,2022-06-10,Substance Abuse Counselor,"A Family Counselor works with families to address interpersonal issues, improve communication, and resolve conflicts, fostering healthier family dynamics.","['Family counseling', 'Marriage and family therapy', 'Conflict resolution skills']",Goodman Group,Legal Services,84.5,2022Q2,1.0,12.0,,
239549.0,358463000000000.0,38.0,61.0,99.0,Temporary,2022-10-28,Web Developer,"Backend Web Developers build and maintain the server-side logic and infrastructure required for web applications. They work on data storage, APIs, and server communication to support the functionality of web applications.","['Server', 'Node', 'Python', 'Database management', 'SQL', 'Mongo']",EMCOR Group,Information Technology,80.0,2022Q4,3.0,15.0,,
239663.0,1153094657398099.0,69.0,58.0,127.0,Part-Time,2022-12-14,Public Relations Specialist,"Media Relations Specialists manage relationships with media outlets, crafting press releases, organizing media coverage, and handling public relations efforts.","['Media relations', 'Press releases', 'Media outreach', 'Crisis communication', 'Public relations strategies']",CarMax,Business,92.5,2022Q4,0.0,8.0,,
240018.0,2636051924369457.0,39.0,63.0,102.0,Contract,2022-09-04,QA Engineer,"A QA Manager is responsible for leading and managing the quality assurance team. They ensure product quality, develop and implement QA processes, and maintain quality standards.","['Quality assurance', 'Process improvement', 'Team leadership', 'Problem', 'Quality control']",Sun Pharmaceutical Industries,Engineering,82.5,2022Q3,2.0,12.0,,
240171.0,238353000000000.0,62.0,56.0,118.0,Temporary,2022-04-08,Physician Assistant,"Provide medical care under the supervision of physicians, conduct examinations, diagnose and treat patients.","['Medical knowledge and clinical skills', 'Patient care and assessment', 'Communication and empathy']",United Parcel Service,Healthcare,87.0,2022Q2,3.0,8.0,,
240498.0,413785000000000.0,30.0,59.0,89.0,Intern,2022-05-13,Financial Controller,"Finance Managers oversee an organizations financial operations, including budgeting, financial reporting, and investment management. They analyze financial data, make strategic financial decisions, and ensure compliance with financial regulations.","['Financial management', 'Budgeting', 'Financial analysis', 'Financial reporting', 'Risk management', 'Financial software', 'Excel', 'Quick', 'Books', 'Strategic planning']",Northrop Grumman,Business,74.0,2022Q2,4.0,12.0,,
240590.0,1299850410017802.0,30.0,61.0,91.0,Part-Time,2023-02-14,Financial Advisor,"Retirement Planners assist clients in planning for retirement, including savings strategies, pension options, and retirement income planning.","['Retirement planning', 'Social security', 'Investment products', 'Tax planning', 'Estate planning']",Dr. Reddy's Laboratories,Business,76.0,2023Q1,0.0,10.0,,
240599.0,2969218112208074.0,33.0,59.0,92.0,Intern,2022-02-27,Chemical Analyst,"In the role of a Quality Control Analyst, you will be responsible for inspecting and testing products to ensure they meet quality standards and specifications. You will use quality control tools and processes to identify defects, document findings, and recommend improvements. Your role is essential in maintaining product quality and customer satisfaction.","['Quality control', 'Quality assurance', 'C testing methods', 'Compliance standards', 'Root cause analysis', 'Documentation', 'Statistical analysis']",Pioneer Natural Resources,Business,75.5,2022Q1,1.0,9.0,,
240615.0,1558760902054975.0,66.0,63.0,129.0,Temporary,2023-01-26,Executive Assistant,"Office Managers oversee daily office operations, including supervising staff, managing facilities, and ensuring efficient workflow. They may also handle budgeting, resource allocation, and office policies.","['Office administration and management', 'Budgeting and expense tracking', 'Team coordination and supervision', 'Facility management', 'Vendor and supplier relations']",Arconic,Business,96.0,2023Q1,3.0,10.0,,
240661.0,2991909711224392.0,61.0,61.0,122.0,Temporary,2022-01-25,Nurse Manager,"Clinical Nurse Managers lead and supervise nursing staff in clinical settings. They coordinate patient care, manage resources, and support nursing teams in providing safe and effective patient treatment.","['Clinical nursing', 'Patient assessment', 'Care planning', 'Staff development', 'Healthcare protocols', 'Communication skills', 'Problem']",Axis Bank,Healthcare,91.5,2022Q1,3.0,14.0,,
240681.0,2684965493361567.0,52.0,57.0,109.0,Temporary,2023-07-15,Social Media Manager,"Social Media Analysts analyze social media data and metrics to provide insights and recommendations for improving social media strategies. They track performance, identify trends, and support data-driven decision-making.","['Social media analytics tools', 'Google', 'Analytics', 'Facebook', 'Insights', 'Data analysis and reporting', 'Social media', 'I measurement', 'Competitive analysis', 'Trend identification']",Keurig Dr Pepper Inc.,Business,83.0,2023Q3,2.0,12.0,,
241420.0,2648656963783424.0,41.0,56.0,97.0,Contract,2022-03-30,SEO Specialist,"Content SEO Strategists create SEO strategies specifically for content, focusing on keyword integration, content quality, and user engagement to boost organic traffic.","['Content strategy', 'O content optimization', 'Content marketing', 'Keyword mapping', 'Analytics']",E.ON SE,Information Technology,76.5,2022Q1,5.0,11.0,,
241771.0,1760716521351838.0,25.0,58.0,83.0,Intern,2022-09-06,Financial Advisor,"Investment Advisors offer financial advice to clients, helping them make investment decisions, manage portfolios, and achieve their financial goals.","['Investment strategies', 'Portfolio management', 'Financial planning', 'Risk assessment', 'Regulatory compliance']",ConocoPhillips,Business,70.5,2022Q3,5.0,15.0,,
241925.0,2233807146767079.2,53.0,65.0,118.0,Intern,2022-01-14,Marketing Manager,"Product Marketing Managers promote and market products or services. They create marketing strategies, conduct market research, develop messaging, and collaborate with cross-functional teams to launch and promote products effectively in the market.","['Product positioning and messaging', 'Market research and analysis', 'Product launch planning', 'Competitive analysis', 'Marketing collateral creation', 'Pricing strategies', 'Cross']",United Parcel Service,Business,91.5,2022Q1,0.0,12.0,,
243072.0,906840000000000.0,52.0,62.0,114.0,Part-Time,2023-07-23,Tax Consultant,"An International Tax Consultant focuses on tax matters related to international business operations, ensuring compliance with global tax laws and optimizing tax structures.","['International tax law knowledge', 'Transfer pricing', 'Cross', 'Tax treaties and agreements', 'Foreign tax credits', 'International tax compliance', 'Transfer pricing documentation', 'Multinational tax strategies', 'Client relationship management', 'Communication skills', 'Tax software proficiency']",Jones Lang LaSalle,Business,88.0,2023Q3,0.0,9.0,,
243279.0,1222444919960244.0,57.0,55.0,112.0,Temporary,2022-12-15,Software Engineer,"A Frontend Developer is responsible for designing and implementing user interfaces for web applications. They collaborate with designers to create visually appealing and responsive web pages, ensuring a seamless user experience across different devices and browsers.","['Proficiency in', 'CSS', 'Java', 'Script', 'Experience with frontend frameworks like', 'React', 'Angular', 'Vue', 'Responsive web design', 'Cross', 'Version control', 'Git', 'Frontend performance optimization']",Yum China Holdings,Information Technology,83.5,2022Q4,5.0,9.0,,
243661.0,1539307634768395.0,17.0,63.0,80.0,Intern,2023-03-09,Litigation Attorney,"Family Law Attorneys deal with legal matters related to family relationships. They handle cases like divorce, child custody, adoption, and domestic disputes to provide legal guidance.","['Family law', 'Divorce proceedings', 'Child custody', 'Mediation', 'Legal counseling', 'Court representation']",China COSCO Shipping Corporation,Legal Services,71.5,2023Q1,5.0,9.0,,
243685.0,2808309231823319.0,71.0,56.0,127.0,Part-Time,2022-01-06,Network Security Specialist,"SOC Analysts work in security operations centers. They monitor and respond to security incidents, analyze threats, and implement security protocols to protect an organizations assets.","['C operations', 'Security incident response', 'Threat detection', 'Log analysis', 'Security tools', 'IDS', 'IPS', 'Security alerts triage']",Edison International,Information Technology,91.5,2022Q1,2.0,15.0,,
243982.0,2899895504467760.0,26.0,63.0,89.0,Contract,2022-12-29,Project Manager,"IT Project Managers plan, execute, and oversee IT projects. They define project scope, allocate resources, manage budgets, and ensure projects are delivered on time and within scope. They also communicate project status and risks to stakeholders.","['Project management', 'Team leadership', 'Risk management', 'Budgeting', 'Communication skills']",Toll Brothers,Business,76.0,2022Q4,0.0,14.0,,
244090.0,2602349632685413.0,28.0,61.0,89.0,Temporary,2022-06-29,Veterinarian,"A Small Animal Veterinarian provides medical care to small pets, such as dogs and cats. They diagnose illnesses, perform surgeries, and advise pet owners on healthcare practices.","['Veterinary medicine', 'Small animal care and surgery', 'Animal diagnostics', 'Preventive medicine', 'Client communication', 'Surgical skills', 'Radiology', 'Anesthesia', 'Laboratory diagnostics', 'Compassion and empathy', 'Problem', 'Attention to detail']",JD Sports Fashion,Healthcare,75.0,2022Q2,0.0,12.0,,
244543.0,1957195338164011.2,25.0,61.0,86.0,Intern,2023-06-27,Network Engineer,"Network Administrators manage an organizations computer networks. They configure, monitor, and maintain network infrastructure, ensuring optimal performance and security.","['Network management', 'Troubleshooting', 'Network security', 'T certifications', 'CCNA']",The Walt Disney Company,Information Technology,73.5,2023Q2,4.0,13.0,,
245200.0,263694000000000.0,34.0,60.0,94.0,Part-Time,2023-02-19,Network Engineer,"Network Administrators manage an organizations computer networks. They configure, monitor, and maintain network infrastructure, ensuring optimal performance and security.","['Network management', 'Troubleshooting', 'Network security', 'T certifications', 'CCNA']",Mutual of Omaha Insurance,Information Technology,77.0,2023Q1,0.0,8.0,,
245515.0,2880201779533082.0,33.0,57.0,90.0,Contract,2021-02-12,Accountant,"Forensic Accountants investigate financial discrepancies and fraud. They analyze financial documents, track financial transactions, and provide expert testimony in legal proceedings. They play a critical role in detecting and preventing financial fraud.","['Forensic accounting', 'Fraud detection', 'Legal knowledge', 'Investigative skills']",Bajaj Electricals,Business,73.5,2021Q1,1.0,8.0,,
245537.0,1955558262347026.0,33.0,61.0,94.0,Part-Time,2023-01-21,Executive Assistant,"A Personal Assistant provides administrative support to individuals or executives. Their duties include managing schedules, arranging meetings, handling correspondence, and performing various tasks to enhance efficiency.","['Organizational and time management skills', 'Calendar and appointment management', 'Communication and correspondence', 'Travel coordination', 'Discretion and confidentiality']",Rockwell Automation,Information Technology,77.5,2023Q1,4.0,9.0,,
245738.0,2415026458316480.0,22.0,58.0,80.0,Part-Time,2023-06-22,Quality Assurance Analyst,"Quality Assurance Managers lead quality assurance teams, ensuring that products or services meet established quality standards. They develop QA processes, set quality goals, and monitor compliance to maintain quality excellence.","['Quality assurance processes and methodologies', 'Quality metrics and', 'Is', 'Audit and compliance', 'Team leadership and management', 'Continuous improvement initiatives']",CenterPoint Energy,Business,69.0,2023Q2,5.0,9.0,,
245841.0,2900596519404852.0,36.0,58.0,94.0,Intern,2022-01-20,Project Manager,"IT Project Managers plan, execute, and oversee IT projects. They define project scope, allocate resources, manage budgets, and ensure projects are delivered on time and within scope. They also communicate project status and risks to stakeholders.","['Project management', 'Team leadership', 'Risk management', 'Budgeting', 'Communication skills']",Haier Group,Business,76.0,2022Q1,1.0,13.0,,
247218.0,155964000000000.0,43.0,65.0,108.0,Intern,2023-12-06,Procurement Specialist,"Sourcing Analysts research and analyze potential suppliers, evaluate procurement strategies, and negotiate contracts to secure cost-effective and quality supplies.","['Sourcing strategies', 'Supplier evaluation', 'Market research', 'Cost analysis', 'Contract negotiation']",Suning.com,Business,86.5,2023Q4,2.0,11.0,,
247344.0,1271644719224314.0,55.0,62.0,117.0,Part-Time,2021-03-12,Dental Hygienist,A Dental Public Health Hygienist works to improve oral health at the community level. They develop and implement public health programs and educate individuals on oral hygiene.,"['Dental public health principles', 'Community outreach and education', 'Dental health program planning', 'Epidemiology knowledge', 'Public health regulations knowledge']",Airbnb,Healthcare,89.5,2021Q1,1.0,9.0,,
247381.0,1869380560067260.8,29.0,56.0,85.0,Part-Time,2022-04-05,Network Technician,"Network Security Specialists focus on network security. They implement security measures, monitor for threats, and respond to security incidents to protect network integrity.","['Network security', 'Cybersecurity', 'Intrusion detection', 'Security analysis', 'Firewall management']",Tencent Music Entertainment Group,Information Technology,70.5,2022Q2,4.0,9.0,,
247800.0,1677649028179532.0,41.0,61.0,102.0,Temporary,2022-07-31,Supply Chain Manager,A Demand Planner analyzes historical sales data to forecast future demand for products. They work to optimize inventory levels and ensure product availability while minimizing costs.,"['Demand forecasting', 'Inventory management', 'Data analysis', 'Sales and operations planning', 'OP', 'P software proficiency']",Mohawk Industries,Business,81.5,2022Q3,3.0,13.0,,
247885.0,1656282593646240.0,62.0,58.0,120.0,Contract,2023-05-13,Chemical Analyst,"As a Research Chemist, you will engage in scientific research and experimentation to discover and develop new chemical compounds or processes. Your work may involve designing experiments, analyzing data, and publishing research findings. Your role contributes to the advancement of scientific knowledge and may have applications in various industries.","['Research chemistry', 'Experimental design', 'Data interpretation', 'Chemical synthesis', 'Research protocols', 'Scientific writing', 'Problem']",Cleveland-Cliffs,Business,89.0,2023Q2,5.0,9.0,,
248146.0,870962000000000.0,34.0,57.0,91.0,Contract,2022-04-19,Database Developer,"SQL Database Developers design, implement, and maintain relational databases using SQL (Structured Query Language). They write queries, optimize database performance, and ensure data integrity and security.","['SQL', 'Structured', 'Query', 'Language', 'Database design', 'Query optimization', 'Data modeling', 'Database maintenance', 'Problem']",DXC Technology,Information Technology,74.0,2022Q2,1.0,11.0,,
248372.0,1091659278476261.0,65.0,64.0,129.0,Intern,2022-05-05,Business Development Manager,"A Market Expansion Manager strategizes and executes plans to expand the companys presence in new markets, identifying growth opportunities and optimizing market penetration.","['Market expansion strategies', 'Market research', 'Sales planning and execution']",Volkswagen Group,Engineering,96.5,2022Q2,5.0,12.0,,
248767.0,1935976524786427.2,65.0,59.0,124.0,Contract,2022-10-04,Email Marketing Specialist,"Implement and manage marketing automation tools, workflows, and campaigns to streamline marketing efforts.","['Marketing automation platforms', 'Marketo', 'Pardot', 'Lead nurturing', 'Workflow automation', 'M integration', 'Analytics and reporting', 'Email marketing', 'Campaign optimization', 'Marketing strategy', 'Communication skills', 'Problem', 'Attention to detail']",Expedia Group,Business,91.5,2022Q4,3.0,9.0,,
248909.0,1086447047381134.0,53.0,62.0,115.0,Temporary,2022-01-29,Administrative Assistant,"Support high-level executives by managing schedules, coordinating meetings, and handling various administrative tasks.","['Calendar management', 'Travel coordination', 'Meeting scheduling', 'Correspondence and communication', 'Office organization', 'Confidentiality', 'Time management', 'Problem', 'Attention to detail', 'Communication skills', 'Technology proficiency', 'Office']",Travis Perkins,Information Technology,88.5,2022Q1,2.0,8.0,,
249035.0,2441842937906193.0,25.0,61.0,86.0,Full-Time,2023-01-27,Occupational Therapist,A Pediatric Occupational Therapist helps children with developmental or physical challenges improve their motor and life skills through therapy interventions.,"['Pediatric assessment and evaluation', 'Occupational therapy techniques for children', 'Developmental milestones', 'Sensory integration therapy', 'Pediatric psychology', 'Family', 'Individualized treatment plans', 'Communication skills', 'Pediatric healthcare knowledge']",J.M. Smucker,Healthcare,73.5,2023Q1,2.0,8.0,,
249238.0,2644027873191786.0,30.0,58.0,88.0,Temporary,2023-06-24,Mechanical Designer,Create and modify technical drawings using computer-aided design (CAD) software for various engineering projects.,"['Computer', 'CAD', 'Technical drawing', 'Blueprint interpretation', 'Drafting standards', 'Engineering principles', 'Collaboration with engineers', 'Problem', 'Attention to detail', 'Communication skills 3', 'D modeling']",Gap,Engineering,73.0,2023Q2,1.0,8.0,,
249821.0,2017736010622548.8,75.0,55.0,130.0,Full-Time,2022-04-20,Customer Success Manager,A Customer Support Specialist assists customers with inquiries or issues related to a companys products or services. They provide solutions and maintain customer satisfaction.,"['Customer service', 'Problem', 'Communication skills', 'Ticketing system usage', 'Product knowledge']",Interpublic Group,Business,92.5,2022Q2,4.0,13.0,,
250006.0,995983000000000.0,16.0,64.0,80.0,Full-Time,2021-01-12,Technical Writer,"Content Writers create written content for various platforms. They produce articles, blog posts, and web content to inform, educate, or entertain audiences.","['Writing skills', 'Content creation', 'O knowledge', 'Research skills', 'Grammar and proofreading']",Larsen & Toubro Infotech,Engineering,72.0,2021Q1,2.0,8.0,,
250367.0,2962340001435125.0,26.0,60.0,86.0,Intern,2021-11-25,Systems Administrator,"IT Support Specialists provide technical assistance to end-users, troubleshooting hardware and software problems, setting up equipment, and maintaining IT infrastructure.","['Technical troubleshooting', 'Hardware and software support', 'Customer service', 'Problem', 'Communication']",HP,Information Technology,73.0,2021Q4,3.0,10.0,,
250693.0,2248947470444616.0,49.0,62.0,111.0,Part-Time,2022-04-21,Investment Banker,"A Mergers and Acquisitions Advisor assists in evaluating potential mergers and acquisitions, conducting due diligence, and providing strategic recommendations for corporate transactions.","['Mergers and acquisitions', 'Due diligence', 'Valuation techniques']",Ocado Group,Business,86.5,2022Q2,0.0,12.0,,
250771.0,601685000000000.0,31.0,59.0,90.0,Intern,2021-12-11,Digital Marketing Specialist,"SEO Specialists optimize websites for search engines to improve online visibility. They conduct keyword research, optimize content, and implement SEO strategies to increase organic traffic and rankings.","['Search engine algorithms and ranking factors', 'Keyword research and analysis', 'On', 'O optimization', 'O tools', 'Google', 'Analytics', 'Mrush', 'O content strategy']",Parker-Hannifin,Business,74.5,2021Q4,4.0,15.0,,
250998.0,372652000000000.0,35.0,59.0,94.0,Temporary,2022-07-29,Research Analyst,"A Market Research Analyst gathers and analyzes data to provide insights into market trends, consumer behavior, and competitive landscapes. They help businesses make informed decisions.","['Market research methodologies', 'Data collection and analysis', 'Consumer behavior analysis', 'Competitor analysis', 'Survey design and analysis', 'Statistical analysis software', 'SPSS', 'SAS', 'Data visualization', 'Trend analysis', 'Report writing', 'Communication skills', 'Attention to detail']",Deutsche Pfandbriefbank AG,Business,76.5,2022Q3,5.0,9.0,,
251070.0,1746024702508082.0,17.0,63.0,80.0,Part-Time,2021-10-24,Social Media Manager,"Social Media Analysts analyze social media data and metrics to provide insights and recommendations for improving social media strategies. They track performance, identify trends, and support data-driven decision-making.","['Social media analytics tools', 'Google', 'Analytics', 'Facebook', 'Insights', 'Data analysis and reporting', 'Social media', 'I measurement', 'Competitive analysis', 'Trend identification']",Jackson Financial,Business,71.5,2021Q4,0.0,15.0,,
251078.0,2224185896360560.8,35.0,60.0,95.0,Intern,2023-10-06,Veterinarian,"Provide medical care and treatment to exotic animals, diagnose illnesses, perform surgeries, and educate owners on animal care.","['Exotic animal medicine', 'Exotic animal diagnostics', 'Specialized surgical skills', 'Avian medicine', 'Reptile care', 'Amphibian care', 'Exotic animal anesthesia', 'Compassion and empathy', 'Client communication', 'Problem', 'Attention to detail']",Wesfarmers Limited,Healthcare,77.5,2023Q4,1.0,13.0,,
251276.0,389076000000000.0,51.0,64.0,115.0,Contract,2023-03-27,Executive Assistant,"Office Managers oversee daily office operations, including supervising staff, managing facilities, and ensuring efficient workflow. They may also handle budgeting, resource allocation, and office policies.","['Office administration and management', 'Budgeting and expense tracking', 'Team coordination and supervision', 'Facility management', 'Vendor and supplier relations']",Boise Cascade,Business,89.5,2023Q1,0.0,13.0,,
251324.0,1084083443508326.0,22.0,62.0,84.0,Intern,2021-10-15,Technical Writer,"Documentation Specialists create and manage documents, manuals, or technical materials. They ensure accuracy, consistency, and accessibility of documentation.","['Document management', 'Recordkeeping', 'Attention to detail', 'Data entry', 'Organizational skills']",Continental AG,Engineering,73.0,2021Q4,0.0,9.0,,
