Unnamed: 0,Job Id,Salary Range (K),Min Salary (K),Max Salary (K),Work Type,Job Posting Date,Predicted Industry,Job Title,Job Description,skills,Company,Broader Category,Average Salary (K),Year-Quarter,Job Minimum Experience,Job Maximum Experience,Job URL
330716.0,2963044222225657.0,62.0,62.0,124.0,Part-Time,2023-01-18,4.0,Structural Engineer,"A Construction Engineer manages construction projects, oversees project planning, budgets, and construction activities, and ensures projects are completed on time and within budget.","['Construction management', 'Structural design', 'Auto', 'D proficiency', 'Project management', 'Site inspection']",Great Wall Motors,Engineering,93.0,2023Q1,1.0,13.0,
331214.0,2096635225468866.0,36.0,55.0,91.0,Contract,2023-04-14,4.0,Mechanical Engineer,"Manufacturing Engineers optimize manufacturing processes, improve production efficiency, and ensure product quality in manufacturing environments.","['Manufacturing processes knowledge', 'M software proficiency', 'Lean manufacturing principles', 'Quality control and assurance', 'Six', 'Sigma certification']",Jackson Financial,Engineering,73.0,2023Q2,4.0,12.0,
333523.0,2223850451052050.0,58.0,55.0,113.0,Intern,2021-11-28,4.0,QA Engineer,"A QA Manager is responsible for leading and managing the quality assurance team. They ensure product quality, develop and implement QA processes, and maintain quality standards.","['Quality assurance', 'Process improvement', 'Team leadership', 'Problem', 'Quality control']",Otis Worldwide,Engineering,84.0,2021Q4,0.0,10.0,
334222.0,1895816599011839.2,66.0,58.0,124.0,Temporary,2022-08-22,4.0,Mechanical Designer,"Design and optimize heating, ventilation, and air conditioning (HVAC) systems for buildings, focusing on energy efficiency and comfort.","['C system design', 'Load calculations', 'Energy efficiency', 'Auto', 'D or similar software', 'Mechanical engineering principles', 'Collaboration with architects and engineers', 'Regulatory compliance', 'Problem', 'Attention to detail', 'Communication skills']",StoneX Group,Engineering,91.0,2022Q3,3.0,8.0,
336255.0,1811697639488988.0,60.0,58.0,118.0,Full-Time,2022-03-04,29.0,Product Manager,"Technical Product Managers oversee the development and enhancement of technical products. They define product requirements, prioritize features, collaborate with development teams, and ensure the product aligns with the companys strategic goals and market needs.","['Product management principles', 'Technical background', 'Agile development methodologies', 'Product roadmap planning', 'Market research and analysis', 'Stakeholder communication', 'Problem']",Equitable Holdings,Engineering,88.0,2022Q1,2.0,13.0,
337788.0,2582926830563551.0,58.0,64.0,122.0,Full-Time,2022-01-14,4.0,Environmental Engineer,"An Environmental Consultant assesses environmental impacts, provides regulatory compliance guidance, and develops strategies for sustainable practices and environmental protection.","['Environmental assessments', 'Regulatory compliance', 'Environmental impact analysis']",Whirlpool,Engineering,93.0,2022Q1,0.0,15.0,
340985.0,1456370914967701.0,43.0,64.0,107.0,Intern,2022-10-09,4.0,Product Designer,"An Industrial Designer creates and improves product designs, focusing on aesthetics, functionality, and user experience to produce innovative and marketable products.","['Industrial design principles', 'D and 3', 'D modeling', 'Prototyping and testing']",Cheniere Energy,Engineering,85.5,2022Q4,0.0,12.0,
348495.0,1472232962845784.0,33.0,57.0,90.0,Full-Time,2023-01-15,4.0,Environmental Engineer,"A Sustainability Specialist promotes sustainability initiatives within organizations, develops sustainability programs, and helps reduce environmental impacts while increasing efficiency.","['Sustainability practices', 'Environmental management systems', 'Green certifications']",Ocado Group,Engineering,73.5,2023Q1,5.0,13.0,
348868.0,2364973910798748.0,44.0,60.0,104.0,Intern,2021-02-12,4.0,Aerospace Engineer,Systems Engineers design and manage complex systems and infrastructure. They integrate various components and technologies to ensure optimal system performance and reliability.,"['Systems engineering', 'System architecture', 'Integration testing', 'Troubleshooting', 'Technical documentation', 'Configuration management']",Weir Group,Engineering,82.0,2021Q1,5.0,15.0,
351485.0,910070000000000.0,48.0,56.0,104.0,Full-Time,2022-01-27,4.0,Electrical Designer,"Lighting Designers create lighting plans for architectural and artistic purposes. They enhance spaces with lighting effects, aesthetics, and energy-efficient lighting solutions.","['Lighting design', 'Architectural lighting', 'Lighting software proficiency', 'Creative lighting concepts', 'Technical knowledge']",JetBlue Airways,Engineering,80.0,2022Q1,3.0,14.0,
351632.0,105184000000000.0,19.0,63.0,82.0,Intern,2022-09-09,4.0,Process Engineer,"Chemical Engineers design and oversee processes for the production of chemicals and related products. They conduct experiments, analyze data, and develop processes to optimize production, ensure safety, and minimize environmental impact.","['Chemical engineering', 'Process design', 'Chemical reactions', 'Safety protocols', 'Laboratory techniques', 'Problem']",Genworth Financial,Engineering,72.5,2022Q3,5.0,14.0,
351856.0,2785036725092365.0,33.0,62.0,95.0,Intern,2022-09-29,4.0,Environmental Engineer,"A Sustainability Specialist promotes sustainability initiatives within organizations, develops sustainability programs, and helps reduce environmental impacts while increasing efficiency.","['Sustainability practices', 'Environmental management systems', 'Green certifications']",Johnson & Johnson,Engineering,78.5,2022Q3,3.0,12.0,
353174.0,1258921033200403.0,42.0,56.0,98.0,Intern,2022-10-30,4.0,Architectural Designer,"Interior Designers plan and design interior spaces to meet the functional and aesthetic needs of clients. They select furniture, colors, materials, and layouts to create visually appealing and functional interiors for homes and businesses.","['Interior design', 'Space planning', 'Color theory', 'Material selection', 'D software', 'Sketch', 'Up', 'Client collaboration', 'Budget management']",Farmers Insurance Exchange,Engineering,77.0,2022Q4,4.0,13.0,
354593.0,963726000000000.0,50.0,65.0,115.0,Intern,2023-05-18,4.0,Electrical Designer,"PCB Designers specialize in designing printed circuit boards (PCBs). They create PCB layouts, ensure proper connectivity, and consider electrical and mechanical requirements.","['B design', 'Electronics', 'B layout software proficiency', 'Circuit design', 'Quality control']",Caterpillar,Engineering,90.0,2023Q2,3.0,15.0,
355822.0,2149948752008838.0,49.0,60.0,109.0,Contract,2022-11-08,4.0,Electrical Designer,"Electrical Engineers design and develop electrical systems and devices. They work on projects such as power generation, electronics, and control systems for various industries.","['Electrical engineering', 'Circuit design', 'Electronics', 'Auto', 'D proficiency', 'Problem']",Victrex,Engineering,84.5,2022Q4,0.0,13.0,
356126.0,613930000000000.0,29.0,57.0,86.0,Temporary,2023-05-27,4.0,Architect,"Project Architects lead architectural projects, from concept to completion, coordinating design teams, managing budgets, and ensuring compliance with regulations.","['Architectural project management', 'Construction documents', 'Building systems', 'Design coordination', 'Client communication']",Fannie Mae,Engineering,71.5,2023Q2,4.0,14.0,
357714.0,587886000000000.0,72.0,56.0,128.0,Full-Time,2023-01-13,4.0,Mechanical Designer,"Design and develop innovative products, from concept to production, ensuring usability, functionality, and aesthetics.","['Product design principles', 'Prototyping and wireframing', 'User research', 'User testing', 'X design 3', 'D modeling', 'Collaboration', 'Problem', 'Creativity', 'Attention to detail', 'Communication skills', 'Software proficiency', 'Sketch', 'Adobe']",Zoetis,Engineering,92.0,2023Q1,5.0,15.0,
359925.0,2776401282949760.0,37.0,65.0,102.0,Full-Time,2023-05-17,4.0,Electrical Designer,"Lighting Designers create lighting plans for architectural and artistic purposes. They enhance spaces with lighting effects, aesthetics, and energy-efficient lighting solutions.","['Lighting design', 'Architectural lighting', 'Lighting software proficiency', 'Creative lighting concepts', 'Technical knowledge']",WHSmith,Engineering,83.5,2023Q2,0.0,10.0,
360559.0,1218418817909710.0,64.0,56.0,120.0,Full-Time,2022-05-05,4.0,Landscape Architect,Create aesthetically pleasing and functional landscape designs for residential properties.,"['Landscape design', 'Plant selection and care', 'Hardscape design']",Beiersdorf AG,Engineering,88.0,2022Q2,2.0,15.0,
361035.0,1307890034144100.0,67.0,56.0,123.0,Full-Time,2021-05-12,4.0,Electrical Designer,"PCB Designers specialize in designing printed circuit boards (PCBs). They create PCB layouts, ensure proper connectivity, and consider electrical and mechanical requirements.","['B design', 'Electronics', 'B layout software proficiency', 'Circuit design', 'Quality control']",Starbucks,Engineering,89.5,2021Q2,1.0,9.0,
362949.0,2922805076818067.0,45.0,60.0,105.0,Temporary,2023-04-26,29.0,Product Manager,"Agile Product Owners work closely with development teams in Agile environments. They define and prioritize product backlog items, communicate the product vision, and ensure that the product increments delivered align with customer needs and project objectives.","['Agile product development', 'Scrum or', 'Kanban frameworks', 'Backlog management', 'User story writing', 'Prioritization techniques', 'Collaboration with development teams', 'Product vision and strategy']",Lufthansa Group,Engineering,82.5,2023Q2,0.0,15.0,
368992.0,2595501692615777.0,71.0,57.0,128.0,Intern,2023-01-06,4.0,Electrical Designer,"Lighting Designers create lighting plans for architectural and artistic purposes. They enhance spaces with lighting effects, aesthetics, and energy-efficient lighting solutions.","['Lighting design', 'Architectural lighting', 'Lighting software proficiency', 'Creative lighting concepts', 'Technical knowledge']",L3Harris Technologies,Engineering,92.5,2023Q1,3.0,11.0,
369568.0,428757000000000.0,56.0,65.0,121.0,Part-Time,2023-10-09,4.0,Environmental Consultant,"Environmental Impact Analysts assess the environmental consequences of projects or activities. They conduct studies, analyze data, and provide recommendations to minimize adverse environmental effects and promote sustainable practices.","['Environmental impact analysis', 'Data collection and analysis', 'Environmental regulations', 'Reporting', 'Geographic', 'Information', 'Systems', 'Technical writing']",Meta Platforms,Engineering,93.0,2023Q4,2.0,15.0,
371952.0,676586000000000.0,69.0,57.0,126.0,Temporary,2021-02-10,4.0,Structural Engineer,"A Construction Engineer manages construction projects, oversees project planning, budgets, and construction activities, and ensures projects are completed on time and within budget.","['Construction management', 'Structural design', 'Auto', 'D proficiency', 'Project management', 'Site inspection']",JD Wetherspoon,Engineering,91.5,2021Q1,2.0,13.0,
373395.0,2749104617677586.0,58.0,65.0,123.0,Intern,2022-07-21,22.0,IT Administrator,"System Administrators manage and maintain computer systems and networks. They handle software installations, security measures, and troubleshooting to ensure system reliability.","['System administration', 'Network administration', 'Troubleshooting', 'Security management', 'Server maintenance', 'Backup and recovery']","Fidelity Investments, Inc.",Engineering,94.0,2022Q3,2.0,8.0,
376689.0,2101806762832282.0,46.0,55.0,101.0,Contract,2022-11-28,4.0,Landscape Architect,"Develop and implement urban planning strategies, manage land use, and ensure sustainable city development.","['Urban design and planning', 'Zoning regulations', 'S and mapping tools']",Mahindra & Mahindra,Engineering,78.0,2022Q4,0.0,8.0,
383460.0,850802000000000.0,22.0,61.0,83.0,Part-Time,2022-04-01,4.0,Chemical Engineer,"Monitor and maintain product quality standards, perform inspections, and implement quality control procedures.","['Quality control processes', 'Quality assurance standards', 'ISO', 'Statistical analysis', 'Inspection techniques', 'Documenting quality issues', 'Root cause analysis', 'Communication with production teams', 'Problem', 'Attention to detail', 'Technical knowledge']",Deutsche Pfandbriefbank AG,Engineering,72.0,2022Q2,5.0,11.0,
383610.0,350528000000000.0,44.0,58.0,102.0,Contract,2023-06-03,4.0,Architect,"Project Architects lead architectural projects, from concept to completion, coordinating design teams, managing budgets, and ensuring compliance with regulations.","['Architectural project management', 'Construction documents', 'Building systems', 'Design coordination', 'Client communication']",Discover Financial Services,Engineering,80.0,2023Q2,4.0,8.0,
383822.0,2313901748436393.0,30.0,57.0,87.0,Intern,2022-07-25,4.0,Landscape Architect,Create aesthetically pleasing and functional landscape designs for residential properties.,"['Landscape design', 'Plant selection and care', 'Hardscape design']",AMP Limited,Engineering,72.0,2022Q3,3.0,8.0,
384908.0,117799000000000.0,66.0,64.0,130.0,Full-Time,2022-01-24,4.0,Technical Writer,Instructional Designers develop educational materials and curricula. They design engaging and effective learning experiences for students or employees.,"['Instructional design e', 'Learning tools', 'Curriculum development', 'Multimedia design', 'Learning theory knowledge']",Geely Automobile Holdings,Engineering,97.0,2022Q1,3.0,10.0,
385520.0,2890354948035997.0,64.0,55.0,119.0,Contract,2022-11-15,4.0,Landscape Architect,"Design outdoor spaces, parks, and landscapes with an emphasis on environmental sustainability.","['Environmental design principles', 'Sustainability concepts', 'D and design software']",United Airlines Holdings,Engineering,87.0,2022Q4,4.0,9.0,
389495.0,2211977800203256.8,62.0,60.0,122.0,Temporary,2023-05-05,4.0,Aerospace Engineer,Systems Engineers design and manage complex systems and infrastructure. They integrate various components and technologies to ensure optimal system performance and reliability.,"['Systems engineering', 'System architecture', 'Integration testing', 'Troubleshooting', 'Technical documentation', 'Configuration management']",Kingfisher plc,Engineering,91.0,2023Q2,2.0,12.0,
390060.0,2625864716053332.0,54.0,63.0,117.0,Contract,2023-03-04,4.0,Architect,"Architectural Designers create architectural plans and designs for buildings and structures, considering aesthetics, functionality, and safety standards.","['Architectural design software', 'Auto', 'Revit', 'Building codes and regulations 3', 'D modeling', 'Visualization', 'Sustainable design']",Melrose Industries,Engineering,90.0,2023Q1,2.0,10.0,
394395.0,2511758402145219.0,46.0,61.0,107.0,Intern,2023-12-06,4.0,Urban Planner,"Transportation Planners design and manage transportation systems. They optimize traffic flow, plan public transit routes, and enhance overall transportation efficiency.","['Transportation planning', 'Traffic engineering', 'S proficiency', 'Public transportation', 'Project management']",Newell Brands,Engineering,84.0,2023Q4,4.0,15.0,
398739.0,498786000000000.0,58.0,55.0,113.0,Intern,2022-11-26,4.0,Mechanical Designer,Create and modify technical drawings using computer-aided design (CAD) software for various engineering projects.,"['Computer', 'CAD', 'Technical drawing', 'Blueprint interpretation', 'Drafting standards', 'Engineering principles', 'Collaboration with engineers', 'Problem', 'Attention to detail', 'Communication skills 3', 'D modeling']","Wyndham Hotels & Resorts, Inc.",Engineering,84.0,2022Q4,3.0,15.0,
400327.0,1828388982526824.0,60.0,64.0,124.0,Intern,2022-08-06,4.0,Urban Planner,"City Planners develop and implement urban planning strategies. They work to improve communities, manage resources, and address issues related to land use and infrastructure.","['Urban planning', 'Zoning regulations', 'Environmental planning', 'S proficiency', 'Community engagement']",Bandhan Bank,Engineering,94.0,2022Q3,0.0,8.0,
400888.0,2490021241474732.0,30.0,65.0,95.0,Intern,2022-11-11,4.0,Architect,"Sustainable Design Specialists incorporate eco-friendly practices into architectural designs, promoting energy efficiency and environmental sustainability.","['Sustainable design principles', 'Energy efficiency', 'D certification', 'Green building materials', 'Environmental impact assessment']",Berkshire Hathaway,Engineering,80.0,2022Q4,5.0,15.0,
405182.0,2329294108248874.0,30.0,58.0,88.0,Contract,2022-04-05,4.0,Environmental Engineer,"A Sustainability Specialist promotes sustainability initiatives within organizations, develops sustainability programs, and helps reduce environmental impacts while increasing efficiency.","['Sustainability practices', 'Environmental management systems', 'Green certifications']",AstraZeneca,Engineering,73.0,2022Q2,0.0,8.0,
412392.0,672666000000000.0,60.0,55.0,115.0,Full-Time,2022-05-31,4.0,Mechanical Designer,"Design and optimize heating, ventilation, and air conditioning (HVAC) systems for buildings, focusing on energy efficiency and comfort.","['C system design', 'Load calculations', 'Energy efficiency', 'Auto', 'D or similar software', 'Mechanical engineering principles', 'Collaboration with architects and engineers', 'Regulatory compliance', 'Problem', 'Attention to detail', 'Communication skills']","Harley-Davidson, Inc.",Engineering,85.0,2022Q2,0.0,14.0,
412795.0,1538531790562899.0,52.0,61.0,113.0,Part-Time,2023-08-05,4.0,Aerospace Engineer,"Aircraft Design Engineers design and develop aircraft systems and structures. They work on aircraft components, propulsion systems, and aerodynamics to ensure safety and efficiency.","['Aerospace engineering', 'D software', 'Auto', 'Aerodynamics', 'Structural analysis', 'Aircraft systems', 'Safety regulations']",Fiat Chrysler Automobiles N.V.,Engineering,87.0,2023Q3,5.0,12.0,
415561.0,1037271797332386.0,26.0,65.0,91.0,Intern,2022-09-09,29.0,Product Manager,"Agile Product Owners work closely with development teams in Agile environments. They define and prioritize product backlog items, communicate the product vision, and ensure that the product increments delivered align with customer needs and project objectives.","['Agile product development', 'Scrum or', 'Kanban frameworks', 'Backlog management', 'User story writing', 'Prioritization techniques', 'Collaboration with development teams', 'Product vision and strategy']",Baidu,Engineering,78.0,2022Q3,4.0,10.0,
416107.0,1132535730131104.0,31.0,64.0,95.0,Part-Time,2022-02-19,4.0,Landscape Architect,Create aesthetically pleasing and functional landscape designs for residential properties.,"['Landscape design', 'Plant selection and care', 'Hardscape design']",Larsen & Toubro (L&T),Engineering,79.5,2022Q1,4.0,15.0,
416707.0,708117000000000.0,36.0,60.0,96.0,Temporary,2023-05-23,4.0,Aerospace Engineer,"Avionics Engineers focus on aircraft electronic systems. They design and maintain avionics systems such as communication, navigation, and instrumentation for safe flight operations.","['Avionics systems', 'Electronic warfare systems', 'Radar systems', 'Aircraft communication systems', 'System integration', 'Testing and validation']",Booz Allen Hamilton Holding,Engineering,78.0,2023Q2,3.0,14.0,
418145.0,372585000000000.0,55.0,59.0,114.0,Temporary,2022-09-27,4.0,Chemical Engineer,"Monitor and maintain product quality standards, perform inspections, and implement quality control procedures.","['Quality control processes', 'Quality assurance standards', 'ISO', 'Statistical analysis', 'Inspection techniques', 'Documenting quality issues', 'Root cause analysis', 'Communication with production teams', 'Problem', 'Attention to detail', 'Technical knowledge']",Drax Group,Engineering,86.5,2022Q3,4.0,14.0,
418412.0,1671647617188160.0,63.0,65.0,128.0,Intern,2023-08-16,4.0,Civil Engineer,"A Structural Engineer designs and analyzes the structural integrity of buildings, bridges, and other structures. They ensure safety and compliance with engineering standards.","['Structural engineering principles', 'Structural analysis and design software', 'Auto', 'SAP2000', 'Building codes and standards', 'Project management', 'Structural integrity assessment']",Graybar Electric,Engineering,96.5,2023Q3,3.0,10.0,
420296.0,1229297035133268.0,58.0,65.0,123.0,Full-Time,2021-05-11,4.0,Electrical Engineer,"Power Systems Engineers design and maintain electrical power systems. They work on generation, transmission, and distribution of electrical power, focusing on safety and efficiency.","['Electrical engineering', 'Power system analysis', 'Renewable energy systems', 'Control systems', 'Safety regulations']",Segro,Engineering,94.0,2021Q2,3.0,15.0,
422098.0,454478000000000.0,23.0,57.0,80.0,Full-Time,2022-11-24,4.0,Civil Engineer,"A Transportation Engineer plans and designs transportation systems, including roads, highways, and public transit. They aim to improve transportation efficiency and safety.","['Transportation engineering', 'Traffic analysis and planning', 'Civil engineering software', 'Micro', 'Station', 'Auto', 'Civil 3', 'Roadway design', 'Public transportation knowledge']",Coal India Limited,Engineering,68.5,2022Q4,4.0,14.0,
424091.0,2692893155749154.0,42.0,58.0,100.0,Part-Time,2022-01-12,4.0,Environmental Consultant,"Environmental Impact Analysts assess the environmental consequences of projects or activities. They conduct studies, analyze data, and provide recommendations to minimize adverse environmental effects and promote sustainable practices.","['Environmental impact analysis', 'Data collection and analysis', 'Environmental regulations', 'Reporting', 'Geographic', 'Information', 'Systems', 'Technical writing']",Wells Fargo,Engineering,79.0,2022Q1,3.0,12.0,
424551.0,1814280416973770.0,56.0,63.0,119.0,Full-Time,2023-04-25,4.0,Urban Planner,"Transportation Planners design and manage transportation systems. They optimize traffic flow, plan public transit routes, and enhance overall transportation efficiency.","['Transportation planning', 'Traffic engineering', 'S proficiency', 'Public transportation', 'Project management']",Equitable Holdings,Engineering,91.0,2023Q2,5.0,11.0,
424948.0,1687732507364923.0,67.0,59.0,126.0,Intern,2022-08-24,4.0,Mechanical Engineer,"HVAC Engineers specialize in heating, ventilation, and air conditioning systems, designing efficient HVAC solutions for buildings and facilities.","['Knowledge of', 'C systems and equipment', 'Mechanical engineering skills', 'Problem', 'Auto', 'D proficiency', 'C design and installation expertise']",Haier Group,Engineering,92.5,2022Q3,4.0,13.0,
426491.0,1289296923970846.0,40.0,61.0,101.0,Part-Time,2022-11-13,4.0,Electrical Designer,"PCB Designers specialize in designing printed circuit boards (PCBs). They create PCB layouts, ensure proper connectivity, and consider electrical and mechanical requirements.","['B design', 'Electronics', 'B layout software proficiency', 'Circuit design', 'Quality control']",Sanmina,Engineering,81.0,2022Q4,4.0,15.0,
428742.0,2449917528312053.0,23.0,57.0,80.0,Contract,2022-06-11,4.0,Civil Engineer,"A Structural Engineer designs and analyzes the structural integrity of buildings, bridges, and other structures. They ensure safety and compliance with engineering standards.","['Structural engineering principles', 'Structural analysis and design software', 'Auto', 'SAP2000', 'Building codes and standards', 'Project management', 'Structural integrity assessment']",Lincoln National,Engineering,68.5,2022Q2,1.0,8.0,
429736.0,1961709613918300.8,49.0,55.0,104.0,Contract,2022-01-30,4.0,Structural Engineer,"A Design Engineer creates and develops product designs and specifications, using engineering principles and design software to bring innovative products to market.","['Engineering design', 'D software proficiency', 'Problem', 'Technical knowledge', 'Communication skills']",JD Sports Fashion,Engineering,79.5,2022Q1,4.0,9.0,
430938.0,1172041571218106.0,35.0,56.0,91.0,Temporary,2022-01-14,4.0,Mechanical Engineer,"HVAC Engineers specialize in heating, ventilation, and air conditioning systems, designing efficient HVAC solutions for buildings and facilities.","['Knowledge of', 'C systems and equipment', 'Mechanical engineering skills', 'Problem', 'Auto', 'D proficiency', 'C design and installation expertise']",M&T Bank,Engineering,73.5,2022Q1,3.0,14.0,
438729.0,120556000000000.0,66.0,64.0,130.0,Full-Time,2023-03-07,4.0,Structural Engineer,"A Design Engineer creates and develops product designs and specifications, using engineering principles and design software to bring innovative products to market.","['Engineering design', 'D software proficiency', 'Problem', 'Technical knowledge', 'Communication skills']",Victrex,Engineering,97.0,2023Q1,2.0,8.0,
441386.0,251905000000000.0,44.0,62.0,106.0,Contract,2022-10-11,4.0,Landscape Architect,Create aesthetically pleasing and functional landscape designs for residential properties.,"['Landscape design', 'Plant selection and care', 'Hardscape design']",Infosys,Engineering,84.0,2022Q4,4.0,15.0,
441608.0,1162117265308433.0,59.0,59.0,118.0,Contract,2022-12-16,4.0,Urban Planner,"Transportation Planners design and manage transportation systems. They optimize traffic flow, plan public transit routes, and enhance overall transportation efficiency.","['Transportation planning', 'Traffic engineering', 'S proficiency', 'Public transportation', 'Project management']",Seven Group Holdings,Engineering,88.5,2022Q4,3.0,14.0,
447460.0,1264222255874869.0,43.0,58.0,101.0,Full-Time,2022-06-28,4.0,Landscape Architect,"Develop and implement urban planning strategies, manage land use, and ensure sustainable city development.","['Urban design and planning', 'Zoning regulations', 'S and mapping tools']",Segro,Engineering,79.5,2022Q2,1.0,10.0,
447802.0,3047916550589016.0,33.0,58.0,91.0,Intern,2021-12-30,4.0,Architect,"Project Architects lead architectural projects, from concept to completion, coordinating design teams, managing budgets, and ensuring compliance with regulations.","['Architectural project management', 'Construction documents', 'Building systems', 'Design coordination', 'Client communication']",CSX,Engineering,74.5,2021Q4,3.0,12.0,
448984.0,2665248124193440.0,30.0,59.0,89.0,Temporary,2023-04-14,4.0,Technical Writer,"Content Writers create written content for various platforms. They produce articles, blog posts, and web content to inform, educate, or entertain audiences.","['Writing skills', 'Content creation', 'O knowledge', 'Research skills', 'Grammar and proofreading']",Metro Bank,Engineering,74.0,2023Q2,2.0,12.0,
457209.0,816487000000000.0,36.0,61.0,97.0,Full-Time,2022-05-25,4.0,Technical Writer,"Content Writers create written content for various platforms. They produce articles, blog posts, and web content to inform, educate, or entertain audiences.","['Writing skills', 'Content creation', 'O knowledge', 'Research skills', 'Grammar and proofreading']","Square, Inc.",Engineering,79.0,2022Q2,5.0,11.0,
458792.0,846546000000000.0,33.0,65.0,98.0,Full-Time,2022-03-17,4.0,Chemical Engineer,"Monitor and maintain product quality standards, perform inspections, and implement quality control procedures.","['Quality control processes', 'Quality assurance standards', 'ISO', 'Statistical analysis', 'Inspection techniques', 'Documenting quality issues', 'Root cause analysis', 'Communication with production teams', 'Problem', 'Attention to detail', 'Technical knowledge']",StoneX Group,Engineering,81.5,2022Q1,2.0,13.0,
461597.0,1617238465469515.0,24.0,63.0,87.0,Intern,2023-06-01,4.0,Environmental Engineer,"A Sustainability Specialist promotes sustainability initiatives within organizations, develops sustainability programs, and helps reduce environmental impacts while increasing efficiency.","['Sustainability practices', 'Environmental management systems', 'Green certifications']",Consolidated Edison,Engineering,75.0,2023Q2,4.0,12.0,
462230.0,990038000000000.0,50.0,59.0,109.0,Temporary,2022-11-09,4.0,Electrical Designer,"Electrical Engineers design and develop electrical systems and devices. They work on projects such as power generation, electronics, and control systems for various industries.","['Electrical engineering', 'Circuit design', 'Electronics', 'Auto', 'D proficiency', 'Problem']",Tesla,Engineering,84.0,2022Q4,4.0,15.0,
464763.0,1886925895622344.8,69.0,56.0,125.0,Contract,2022-02-17,29.0,Product Manager,"Technical Product Managers oversee the development and enhancement of technical products. They define product requirements, prioritize features, collaborate with development teams, and ensure the product aligns with the companys strategic goals and market needs.","['Product management principles', 'Technical background', 'Agile development methodologies', 'Product roadmap planning', 'Market research and analysis', 'Stakeholder communication', 'Problem']",Sonoco Products,Engineering,90.5,2022Q1,3.0,8.0,
467263.0,2778666560947581.0,18.0,64.0,82.0,Intern,2023-12-06,4.0,Landscape Architect,"Design outdoor spaces, parks, and landscapes with an emphasis on environmental sustainability.","['Environmental design principles', 'Sustainability concepts', 'D and design software']",PulteGroup,Engineering,73.0,2023Q4,0.0,8.0,
468539.0,391506000000000.0,35.0,62.0,97.0,Temporary,2023-06-18,4.0,Electrical Designer,"Lighting Designers create lighting plans for architectural and artistic purposes. They enhance spaces with lighting effects, aesthetics, and energy-efficient lighting solutions.","['Lighting design', 'Architectural lighting', 'Lighting software proficiency', 'Creative lighting concepts', 'Technical knowledge']",Intel,Engineering,79.5,2023Q2,0.0,10.0,
470820.0,1914639591104488.0,17.0,63.0,80.0,Full-Time,2023-11-07,4.0,Landscape Architect,"Design outdoor spaces, parks, and landscapes with an emphasis on environmental sustainability.","['Environmental design principles', 'Sustainability concepts', 'D and design software']",Northern Trust,Engineering,71.5,2023Q4,0.0,14.0,
471857.0,671496000000000.0,35.0,57.0,92.0,Contract,2022-12-07,4.0,Environmental Engineer,"A Sustainability Specialist promotes sustainability initiatives within organizations, develops sustainability programs, and helps reduce environmental impacts while increasing efficiency.","['Sustainability practices', 'Environmental management systems', 'Green certifications']",China Merchants Bank,Engineering,74.5,2022Q4,3.0,12.0,
472781.0,954048000000000.0,25.0,62.0,87.0,Full-Time,2021-10-14,4.0,Electrical Designer,"Electrical Engineers design and develop electrical systems and devices. They work on projects such as power generation, electronics, and control systems for various industries.","['Electrical engineering', 'Circuit design', 'Electronics', 'Auto', 'D proficiency', 'Problem']",SSE plc,Engineering,74.5,2021Q4,1.0,11.0,
472950.0,1330320389511307.0,48.0,64.0,112.0,Full-Time,2022-03-16,4.0,Environmental Consultant,"Environmental Impact Analysts assess the environmental consequences of projects or activities. They conduct studies, analyze data, and provide recommendations to minimize adverse environmental effects and promote sustainable practices.","['Environmental impact analysis', 'Data collection and analysis', 'Environmental regulations', 'Reporting', 'Geographic', 'Information', 'Systems', 'Technical writing']",Coty Inc.,Engineering,88.0,2022Q1,2.0,15.0,
474274.0,982659000000000.0,23.0,61.0,84.0,Full-Time,2022-01-31,4.0,Environmental Consultant,"Environmental Compliance Officers ensure that organizations adhere to environmental regulations and standards. They conduct audits, develop compliance programs, and oversee efforts to minimize environmental impact and maintain regulatory compliance.","['Environmental compliance', 'Regulatory requirements', 'Environmental impact assessments', 'Reporting', 'Environmental regulations', 'Auditing']",General Motors,Engineering,72.5,2022Q1,3.0,13.0,
476023.0,1090558982371465.0,39.0,57.0,96.0,Contract,2022-04-09,4.0,Aerospace Engineer,Systems Engineers design and manage complex systems and infrastructure. They integrate various components and technologies to ensure optimal system performance and reliability.,"['Systems engineering', 'System architecture', 'Integration testing', 'Troubleshooting', 'Technical documentation', 'Configuration management']",Eversource Energy,Engineering,76.5,2022Q2,3.0,11.0,
477878.0,2490504854987489.0,23.0,58.0,81.0,Intern,2023-01-02,4.0,Environmental Consultant,"Sustainability Consultants advise organizations on sustainable practices and strategies. They assess environmental impact, recommend sustainability initiatives, and assist in the development and implementation of sustainable policies.","['Sustainability consulting', 'Sustainability assessments', 'Sustainable practices', 'Green building standards', 'Environmental policies', 'Client communication']",Sydney Airport Holdings,Engineering,69.5,2023Q1,3.0,9.0,
479392.0,2698222596995970.0,66.0,62.0,128.0,Full-Time,2021-01-12,4.0,QA Engineer,"A QA Manager is responsible for leading and managing the quality assurance team. They ensure product quality, develop and implement QA processes, and maintain quality standards.","['Quality assurance', 'Process improvement', 'Team leadership', 'Problem', 'Quality control']",Altice USA,Engineering,95.0,2021Q1,0.0,11.0,
