Job Id,Job URL,Job Salary Range,Job Employment Type,Job Posting Date,Job Title,Job Description,skills,Company,Job Industry,Job Minimum Experience
MCF-2024-1459185,https://www.mycareersfuture.gov.sg/job/information-technology/support-expandore-electronics-4405275a4e594bb0a50b64f987853d08?source=MCF&event=Search,"$2,000to$3,000",Full Time,Posted 03 Oct 2024,IT Support,"Job Description:
As an IT Support Specialist, you will be responsible for ensuring the smooth operation of our office computers, providing technical support when needed, and assisting with website and e-commerce management. You will also contribute to the ongoing development of our e-commerce listings and may be required to handle SEO optimization tasks to improve online visibility.

Key Responsibilities:
Provide technical support for office computers, including troubleshooting hardware and software issues.
Manage and maintain the company’s WordPress website, ensuring it is secure, up-to-date, and optimized for performance.
Oversee and update product listings on Shopee, Lazada, and Carousell, ensuring accuracy and compliance with platform guidelines.
Assist with basic SEO management to optimize website content for search engines.
Ensure the seamless integration of e-commerce listings with the company website.
Collaborate with the sales and marketing teams to implement changes or updates as needed.
Assist with IT infrastructure projects, such as software upgrades or setting up new devices.
Requirements:
Proven experience in IT support or a similar role.
Strong knowledge of WordPress and website management.
Familiarity with e-commerce platforms such as Shopee, Lazada, and Carousell.
Basic understanding of SEO principles and tools.
Excellent troubleshooting skills and the ability to work independently.
Strong organizational and multitasking abilities.
Basic knowledge of web security best practices.
Preferred Qualifications:
Experience with e-commerce SEO strategies.
Experience in managing online stores or product listings.
Familiarity with WooCommerce or other e-commerce plugins for WordPress.","Troubleshooting
Microsoft Office
Microsoft Excel
Hardware
Ability To Work Independently
Listings
Website Management
WooCommerce
Windows
Web Security
SEO
Troubleshooting Hardware
WordPress
Technical Support",EXPANDORE ELECTRONICS PTE. LTD.,Information Technology,No exp required
MCF-2024-1461855,https://www.mycareersfuture.gov.sg/job/admin/admin-assistant-bendemeer-2400-bonus-6-months-contract-persolkelly-singapore-ee6c5875ac90121177f136a75571a57a?source=MCF&event=Search,"$2,400to$2,400","Contract, Full Time",Posted 03 Oct 2024,Admin Assistant at Bendemeer / $2400 + Bonus / 6-months contract,"Responsibilities
Cartons for Offsite Storage
Pack the files in the cartons and list them using MS excel.
Update the cartons numbers and serialised cable ties numbers in the inventory list and vendor portal
Liaise with storage vendor for the storage of cartons
Cartons for Scanning
Pack files according to carton list
Perform quality check to ensure scanned document is tally with physical documents
Liase with scanning vendor
Cartons for disposal
Identify and segregate the files for disposal
Witness disposal of files at vendor site
Repack and list the files for further archival to be sent back to offsite storage
Other duties
Ensure that number of physical cartons is tally with Master Listing
Print outgoing letters received via email.
Scan incoming documents.
Sort outgoing letters from batch printout.
Fold outgoing letters using folding machine.
Requirements
Proficient in MS Office especially Excel (familiar with VLOOKUP
Good communication skills
Able to work independently with minimal supervision
Interested candidate please click ""APPLY"" to begin your job search journey and submit your CV directly through the official PERSOLKELLY job application platform - GO Mobile.
https://go.persolkelly.com/job/apply/8034
We regret to inform that only shortlisted candidates will be notified.
By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOLKELLY Singapore Pte Ltd and its affiliates to collect, use and disclose your personal data for the purposes set out in the Privacy Policy available at https://www.persolkelly.com.sg/policies. You acknowledge that you have read, understood, and agree with the Privacy Policy.
PERSOLKELLY Singapore Pte Ltd • RCB No. 200007268E • EA License No. 01C4394 • Reg No: R23117066 (CHEW KIA ZHENG)","Microsoft Office
Interpersonal Skills
Inventory
Data Entry
MS Office
Good Communication Skills
Administrative Support
Excel
Team Player
Vlookup
Able To Work Independently",PERSOLKELLY SINGAPORE PTE. LTD.,Admin / Secretarial,No exp required
MCF-2024-1436284,https://www.mycareersfuture.gov.sg/job/banking-finance/premier-banking-team-lead-morgan-mckinley-e2539ca706d591094641296bb19d56fc?source=MCF&event=Search,"$9,000to$15,000","Permanent, Full Time",Posted 30 Sep 2024,Premier Banking Team Lead,"The Client is a pretigious global bank.

Job Description
Coach and guide relationship managers to achieve sales targets
Ensure that the relationship managers adheres to all service standards
Ensure that relationship managers comply to all regulations and compliance standards
Able to manage and mitigate operations risk and ensure that the Bank’s operational requirements are adhered to
Skills and Requirements
Minimally 6 years of experience within the banking scene with a proven track record in product sales & team management
Processes strong knowledge in cross border regulations
Strong stakeholder management skills
Only shortlisted candidates will be responded to, therefore if you do not receive a response within 14 days please accept this as notification that you have not been shortlisted.
(EA: 11C5502 / R2199597)","Coaching
Mentoring
Forecasting
Management Skills
Sales
Leadership
Operational Excellence
Channel Partners
Interpersonal Skills
Sales Process
Strategy
Team Management
Team Lead
Presentation Skills
Team Player
Business Development
Stakeholder Management
Strategic Partnerships",MORGAN MCKINLEY PTE. LTD.,Banking and Finance,6 years exp
MCF-2024-1029097,https://www.mycareersfuture.gov.sg/job/information-technology/digital-designer-spvw-scientec-consulting-c45d5ac9c560019a1ed516a7a1be71e1?source=MCF&event=Search,"$3,300to$5,000",Full Time,Posted 04 Oct 2024,Digital Designer (UI / UX) - spvw,"We are searching for a UI/UX Designer to join our dynamic team to create engaging and on-brand graphics, contributing to the design and development of impactful software applications.
Competitive remuneration package.
Hybrid working arrangement.
Embark on a journey of digital innovation and user-centric design, where your creativity is valued.

Responsibilities:
Collaborate with cross-functional teams to translate wireframes and prototypes into visually stunning and functional user interfaces.
Develop graphics, illustrations, logos and user interface elements (e.g. navigation, tabs and widgets) using Adobe Creative Suite.
Direct the planning and implementation of visual design strategies for digital products, ensuring a unified and aesthetically pleasing user interface on both web and mobile platforms, consistent with service standards and design guidelines.
Design and create concepts, mockups, prototypes and user journey that lead to intuitive user experiences for a wide range of platforms.
Promote user-centered design principles and align visual design with usability and accessibility standards.
Strategically create new features and functionality based on user stories and behavior.
Gather and evaluate user requirements in collaboration with product managers and engineers.
Identify, and troubleshoot UX problems and conduct layout adjustments based on user feedback.

Requirements:
Singaporean only.
Bachelor’s degree in graphic design, visual Communication, or a related field.
Proven experience of at least 2 years as a Digital Designer, Visual UI Designer, Graphic Designer or similar role.
Proficiency in design tools such as Adobe Creative Suite, Sketch, Figma, or similar applications.
Familiarity with front-end development technologies (HTML, CSS, etc) will be advantageous.
Have a strong portfolio of shipped showcasing your graphic, web or UI designs
Strong knowledge of design systems, responsive design, and mobile-first design principles, committed to delivering accessible and inclusive digital experiences for diverse user groups.
Prior experience in FinTech industry/projects

Interested candidates may apply via email to spvw@scientecpersonnel.com (indicating Job ID J46070 for faster processing). All job applications will be processed with strict confidence and only shortlisted candidates will be contacted.

Wong Vi Yin (Vanessa) – R24070786
ScienTec Consulting Pte Ltd – 11C5781","Designer
Wireframes
Usability
CSS
Visual Design
HTML
Adobe Creative Suite
UI
User Interface
Usercentered Design
Graphics
UX
Layout
Graphic Design",SCIENTEC CONSULTING PTE. LTD.,Information Technology,2 years exp
MCF-2024-1430245,https://www.mycareersfuture.gov.sg/job/information-technology/application-production-support-lead-manager-morgan-mckinley-6a031acfba551c7af9dc404a37c369e7?source=MCF&event=Search,"$9,000to$13,000",Full Time,Posted 27 Sep 2024,Application Production Support Lead Manager,"Job Summary
Support (APS)Lead Manager mission is to align the information system with the growth strategy acting as driver of the organizational change, promoting a continuous improvement mind-set that allows the implementation of the necessary actions that foster not only the achievement of the business goals but also the expected ongoing advancements of the activity.

Responsibilities
Help define and promote IS strategy and ensure its operational implementation regarding information systems
Steer IS projects – affecting their line or work – either directly or through cross-entity projects
Support and coach managers reporting to them
Steer, supervise, delegate and control the teams’ everyday work
Guarantee the proper management of IT risks and cyber security related to their line of work
Management of staff, resources and budget, including the monitoring and optimization of all business costs
Act as a sponsor for the company innovation processes and creation of value, fostering and supporting the implementation of initiatives that lead to a relevant impact on the business and/or the teams, locally and globally
Coordinate the relationship with the process owners, empowering the Team Managers in the follow up of the relevant processes
Continuous optimization of the existing processes, identifying spaces and actions for improvements and efficiencies, while enabling employees to take part of the development of those actions
Requirements
At least 10 years of experience in IT Application Support within Banking Industry
At least 10 years of experience management of IT risks and cyber security related to their line of work within the banking industry
Bachelor’s in information technology or equivalent
Communication skills: Must have excellent communication skills to write detailed but concise analysis on a variety of areas and prepare Board-level presentations. It is also important to be able to convey information to others in a clear and understandable manner
Decision Making: Must be able to take initiative, apply reasoning and logic to various situations and make viable decisions.
Knowledge in Production tools
Ability to collaborate / teamwork: They are required to have this skill to develop and build effective relationships. This skill is necessary to effectively secure information with third parties
Organization skills: They are required to have this skill to effectively prioritize workload and handle multiple projects. It is also useful in conducting meeting with all levels of company employees, including senior managemen
Interested candidates may apply through the application system or send it to dinud@morganmckinley.com. Shortlisted candidates will be notified.

By sending us your personal data and curriculum vitae (CV), you are deemed to consent to Morgan Mckinley Pte Ltd and its affiliates to collect, use and disclose your personal data for the purposes set out in the Privacy Policy available at https://www.morganmckinley.com/sg/privacy-policy. You acknowledge that you have read, understood, and agree with the Privacy Policy.
Morgan McKinley Pte Ltd
Dinu Dinesh
EA License No: 11C5502","Excellent Communication Skills
Childcare
Application Architecture
Secondary Education
Cyber Security
Information Technology
Written Communication
IT Operations
Service Desk
Application Support
Communication Skills
Banking
Netezza
ITIL
Applications Support
Decision Making",MORGAN MCKINLEY PTE. LTD.,Information Technology,10 years exp
MCF-2024-1419471,https://www.mycareersfuture.gov.sg/job/general-management/associatesenior-associate-simtech-astar-research-entities-db9814ca0a33a3635ed4cc24114fe213?source=MCF&event=Search,"$1,900to$3,800","Contract, Full Time",Posted 26 Sep 2024,"Associate / Senior Associate (Knowledge Transfer Office), SIMTech","Job Description:
Provide learner and trainer support for the assigned training courses. Manage the day-to-day administrative aspects of training programs.
Coordinate and provide logistics support (inclusive of stationery, training materials, F&B, etc) for training delivery.
Manage and maintain accurate records of training activities, including attendance, evaluations, and completion certificates.
Assist in the creation and distribution of training-related communications, such as announcements, reminders, and post-training follow-ups.
Serve as the primary point of contact for training inquiries, engaging learners and trainers and providing solutions for any training administration-related issues.
Responsible for course fee collection from learners within the required timeline.
Coordinate in conducting surveys and assessments and responsible for course success stories and testimonial collection.
Provide support in other KTO and S&A events and activities.
Job Requirement:
Diploma in business administration or a related field.
Previous internship or relevant experience is a plus.
Proficiency in Microsoft Office Suite (Word, Excel, PowerPoint, Outlook).
Excellent organizational skills with the ability to prioritize tasks and manage time effectively.
Strong attention to detail and accuracy in data entry and record keeping.
Exceptional communication and interpersonal skills, with a customer service-oriented approach.
Ability to work independently with minimal supervision, as well as collaboratively in a team environment.
Flexibility to adapt to changing priorities and deadlines in a fast-paced work environment.","Outlook
Microsoft Office
Announcements
Strong Attention To Detail
Ability To Work Independently
Interpersonal Skills
Administration
Data Entry
PowerPoint
Excel
Ability to Prioritize
Surveys
Training Delivery",A*STAR RESEARCH ENTITIES,General Management,1 year exp
MCF-2024-1453021,https://www.mycareersfuture.gov.sg/job/education-training/mindspace-teacher-mindchamps-preschool-bishan-cbb7b9bb79c90ba5b41bc6c84f3041c5?source=MCF&event=Search,"$3,000to$4,300","Permanent, Full Time",Posted 02 Oct 2024,MindSpace (After School Care) Teacher,"MindSpace incorporates some of the best MindChamps enrichment programmes into a complete after-school curriculum for our students, encompassing Maths, English, Science, and Chinese enrichment classes for lower and upper primary school levels.

https://mindspace.mindchamps.org/mindspace-midview-city-bishan/

Job Responsibilities:
Implement the program for the class in accordance with the policies, guidelines, framework and philosophy of the centre.
Guide primary school children (primary 1 to 5) to ensure completion of daily homework
Keep accurate records of children’s progress and address each child’s educational and developmental needs on an individual basis to the best of your ability.
Responsible for the preparation and upkeep of teaching resources, arrangement, appearance and learning environment of the classroom.
Maintain and build relationships with children and parents.
Conduct MindChamps unique enrichment programmes.
Being an inspiring role model with a creative spirit and a champion (positive) mindset.
Ensure safety and timely transfer of students from school to student centre
Ensure safety of children within the premises
Any other ad-hoc duties as delegated by Centre Director
Job Requirements:
Diploma or higher in any discipline with minimum of 2 years of teaching experience with primary school students.
Able to teach primary school subjects
Possess good communication and classroom management skills.
Enthusiastic & energetic and has a positive mindset to learn and grow together with the company.
Creative and loving energy with a positive disposition
Excellent communication and classroom management skills
Additional Information:
School's location: Bishan/Ang Mo Kio, 18 Sin Ming Lane Midview City #01-14 Singapore 574960
Call 86060230 or email your resume to staceyhong@mindchamps.org
Attractive remuneration and staff welfare benefits
Ample opportunities for Career Progression
Friendly and Conducive working environment
Comprehensive HQ training for all teachers!
Strong Curriculum team and mentorship programs available!
Company Sponsorships
Permanent positions","Excellent Communication Skills
Management Skills
Classroom
Lesson Planning
Teaching
Classroom Management
Mathematics
Tuition
Language Teaching
Teaching English
First Aid
Writing
Teaching Experience
Tutoring
TUTOR",MINDCHAMPS PRESCHOOL @ BISHAN PTE. LTD.,Education and Training,1 year exp
MCF-2024-1452990,https://www.mycareersfuture.gov.sg/job/education-training/mindchamps-music-teacher-mindchamps-preschool-bishan-26f34478db34bdc7f8028c2294426c5d?source=MCF&event=Search,"$2,800to$4,500","Permanent, Full Time",Posted 02 Oct 2024,MindChamps Music Teacher,"Join the Dream Team & Discover the Champion in You!
Be a MindChampion Leader, join the No.1* premium preschool in Singapore.
It's time to bring your career to greater heights!
MindChamps’ rapid growth & expansion globally provides you with a world of opportunities!

This innovative program is known to be well tested, research-based, highly innovative, unorthodox, therefore a successful startup MCM teacher must be musically competent, a fast learner, and a flexible problem solver. Above all, the applicant must demonstrate a steadfast belief in music as an essential part of 21st century education for all children, be willing to learn more about research-based music teaching and learning practices, and be passionate about teaching music to young children.

Job Responsibilities:
To teach the MindChamps Music curriculum to all levels of students in Preschool. PG – K2.
Teachers will be teaching a comprehensive music literacy curriculum that includes instruction in singing, percussion, keyboards, recorder, and violin (in the upper grades).
Plan, supervise, and implement the program for the class in accordance with the policies, guidelines, frameworks and philosophy of the centre.
Address each child’s educational and developmental and keep accurate records of children’s progress through checklists, progress notes, photographs and anecdotal records.
Other adhoc duties might be required as operational needs
Job Requirements:
Diploma or Professional Certification in Music (ABRSM in Piano, Music Theory, Music)
Demonstrate musical competency in at least 2 instruments (E.g. Piano, Violin, Ukelele, Guitar, etc)
Solfege (do-re-mi syllables), Suzuki Violin, Keyboard knowledge will be a plus point.
Creative and inspiring with loving energy
Prior experience in classroom teaching.
Experience teaching music to children.
Excellent communication and classroom management skills
Additional Information:
School location: Bishan/Thomson (18 Sin Ming Lane Midview City #01-18 Singapore 573960
Attractive remuneration and staff welfare benefits
Ample opportunities for Career Progression
Low Teacher-Children Ratio
Friendly and Conducive working environment
Comprehensive HQ training for all teachers
Strong Curriculum team and mentorship programs available
Company Sponsorships
Permanent positions","Keyboards
Violin
Piano
Childcare
Management Skills
Classroom
Vocal
Teaching
Music Theory
Literacy
Classroom Management
Channel
Teaching Experience
Percussion
Singing",MINDCHAMPS PRESCHOOL @ BISHAN PTE. LTD.,Education and Training,No exp required
MCF-2024-1374728,https://www.mycareersfuture.gov.sg/job/healthcare/business-development-director-singapore-centre-medical-imaging-d6459e47943b4594e9c7f550ee4a4cb0?source=MCF&event=Search,"$10,000to$15,000",Full Time,Posted 17 Sep 2024,Business Development Director,"Job Scope
• Responsible for business development, expansion, and operations in mainland China
• Development of business collaboration opportunities with hospitals and healthcare operations
• Proposal planning and to execute sustainable revenue streams for the business
• Undertake regulatory trials with the Chinese at national and provincial levels
• Develop commercial propositions that will drive the greatest value for our clients
• Responsible for networking, originating, and pitching products to target clients.
• Ability to build a strong team within the organization to generate higher revenue through team efforts
• Strive to inspire and impact the culture of the business and add value to both our clients and the business
• Manage sales opportunities across an extensive geography and multiple distribution channels
• Drive team accountability with internal communications and client expectations. Ensure the direction, operations & finances of projects are organized, efficient & completed in a timely manner
• Work with Product Management on product features that need enhancement or new features or products that clients require to achieve their targets
• Accountable for maintaining and developing relationships with our exclusive partners in targeted markets.
• Undertake extensive market research and analysis for existing and new product entry

Requirement
• Degree, Master's or equivalent in Law and Business related
• Excellent presentation, sales, negotiation skills & technical aptitude skills
• Advanced consulting, influencing and negotiation skills; ability to ensure strategic alignment with multiple parties
• With at least 10 years of experience in managing clients in China market
• Experience in setting up division and growing the team up
• Strong proficiency in Mandarin spoken and written as you need to liaise with clients from China
• Flexibility to participate in teleconferences / meetings outside working hours due to the need for business","Negotiation
Market Research
Leadership
Treasury
Internal Communications
Hospitals
Healthcare
Selling
Strategy
Geography
Stakeholder Engagement
Trials
Networking
Accountability
Foreign Exchange
Consulting
Business Development
Strategy Planning",SINGAPORE CENTRE FOR MEDICAL IMAGING PTE. LTD.,Healthcare / Pharmaceutical,10 years exp
MCF-2024-1176274,https://www.mycareersfuture.gov.sg/job/consulting/senior-consultant-program-management-sustainability-consulting-apac-csr-asia-610e77d5571033d5a6803c5d96f76277?source=MCF&event=Search,"$7,000to$11,000","Permanent, Full Time",Posted 03 Oct 2024,"Senior Consultant, Program Management, Sustainability Consulting APAC","Who are LRQA?
LRQA stands for dedication to clients, market firsts, and deep expertise in risk management. We’ve grown to become a leading global assurance provider, bringing together outstanding expertise in certification, customised assurance, cybersecurity, inspection and training.
While we’re proud of our heritage, it’s who we are today that really matters, because that’s what shapes who we and our clients can become tomorrow. By staying true to our shared values and combining decades of collective experience, we support our clients in building a safer and more sustainable future.

What do we do?
We help our clients negotiate a rapidly changing world, by working with them to manage and mitigate the risks they face. We serve a wide variety of industries, with a core focus on Food & Beverage, Consumer Goods, Transportation & Mobility, Technology & Telco, Construction & Manufacturing, Energy and Renewables and Chemical & Processing.
Our products and services range from independent third-party auditing to certification and training; we also offer consultancy services, real- time assurance technology and data-driven supply chain transformation programs. our innovative end-to- end solutions help our clients shape their own future, rather than letting it shape them.
LRQA currently operates across 51 countries, has more than 2,500 colleagues, generates around £350m in revenue, and supports more than 60,000 clients across a diverse range of sectors and markets.

The Role
We are looking for a highly motivated, passionate sustainability professional to join our team and support clients to address their most pressing sustainability challenges, from responding to human rights crises to developing responsible sourcing strategies. This role will focus especially on responsible sourcing program management, which includes supply chain ESG risk assessment, human rights risk assessment, responsible souring supplier management, ethical and responsible recruitment and more. This role will be client-facing and require direct engagement with clients’ Sustainability/ESG, Social Compliance, or Procurement teams.

You will work with private-sector clients, many of which are major global companies, spanning a variety of sectors, including consumer goods, retail, food/agriculture, finance, real estate, and electronics. You will be part of the Asia-Pacific Advisory team and will work with, and learn from, LRQA experts from teams across the globe.

We are looking for an organised, structured thinker who can handle large scale, complex, global programs with a high level of detail and project management capabilities. We are looking for exceptional individuals who will be motivated by the opportunity to work in a rapidly growing and successful business at the cutting edge of sustainability and to partner with world-class leaders to take on some of the planet’s most pressing ESG challenges.

Key responsibilities
Independently manage and contribute to delivery of corporate supplier due diligence programs. Programs will include large scale, global responsible sourcing program implementation and operation for international clients. These require significant attention to detail, organisational, communication, and program management skills and experience.
Manage the programs from start to finish, ensuring timely and efficient delivery as well as project team management, client engagement, project administration, quality control, and internal reporting
Be the point of escalation for challenges and issues identified by the client or the team and resolve these issues alongside the project director and to the satisfaction of the client
Oversee the program roadmap, budget, and resources to complete the work within the program guidelines, identify potential risks and make timely adjustments and revisions to the process, as needed.
Manage program scheduling and oversee coordination across different business units and stakeholders
Independently contribute to business development through proposal writing, pipeline management, pitches/presentations, client cultivation, and raising LRQA’s profile through thought leadership, blogs and speaking opportunities
Manage staff allocated to projects and contribute to broader team development through mentoring, training, and promoting a positive open team atmosphere
Partner with senior leaders, customer leads, and other product leads to support/lead the design and development of effective programs, products, and services that respond to client needs
Uphold standards of LRQA platforms and systems, including project management systems, business development systems, and other processes
Contribute to product development, from high-level marketing materials to detailed SOPs and delivery tools
Stay informed about best practices and trends in responsible souring, human rights and emerging regulatory frameworks informing supply chain due diligence to continuously improve processes and procedures.
Experience required:
5+ years of relevant experience
Professional experience with and expertise in sustainability/ESG program and project management with considerable organisational skills
Manager-level experience, including project management, team management, and business development experience
Excellent problem-solving abilities and attention to detail
Professional experience in sustainability, responsible sourcing, human rights or modern slavery is needed
Outstanding written and spoken communication and presentation skills
Strong collaboration and interpersonal skills
Capacity and willingness to work across different time zones and to hold meetings outside of regular local working hours
Experience in a high-growth company or entrepreneurial environment","Management Skills
Proposal Writing
Sustainability
Interpersonal Skills
Team Development
Supply Chain
Risk Management
Human Rights
Thought Leadership
Program Management
Team Management
Project Administration
Presentation Skills
Business Development",CSR ASIA (SINGAPORE) PTE. LTD.,Consulting,5 years exp
MCF-2024-1429625,https://www.mycareersfuture.gov.sg/job/admin/admin-operations-executive-mindflex-education-38ef90f1fa6ddf6555dc7a5f0968dff9?source=MCF&event=Search,"$2,700to$4,300","Permanent, Full Time",Posted 27 Sep 2024,"Admin & Operations Executive (Immediate Hiring, Education Business)","Find Out Even More At: https://tinyurl.com/mindflex-fulltime
Office Location: 28 Sin Ming Lane, Midview City (Bright Hill/Marymount/Bishan MRT)
Quick Apply: You may send your Resume/CV to recruitment@singaporetuitionteachers.com or apply via MyCareersFuture.

Details:
- Assist in shortlisting and recommending suitable tutor profiles to parents
- Coordinate & arrange 1st tuition lesson between client and tutors
- Assist with day-to-day Admin and Operations of company
- 4 Weekdays, 1 Weekend OR 3 Weekdays, 2 Weekends, 9.00AM to 6.30PM
- Able to commit for minimum 1 year
- $2,700-$4,300/Month (Inclusive of Regular Team Incentives)
- Base from $2,500-$3,500/Month & Monthly Incentives ($200-$800/Month)
- Management positions start from $4,000/Month base salary (for candidates identified with leadership potential)
- Clear Salary Progression & Annual Salary Review (Min 5-10%)
- Casual attire, relaxed setting, positive company culture
- Strictly no Overtime, no Bring Work Home
- Office with Modern & Fun Entertainment Facilities","Microsoft PowerPoint
>>>>>>> Stashed changes
Microsoft Office
Microsoft Excel
Administrative Work
Interpersonal Skills
Administration
<<<<<<< Updated upstream
Administrative Support
Team Player
Microsoft Word
Job Search
Scheduling
Able To Work Independently",PERSOLKELLY SINGAPORE PTE. LTD.,Admin / Secretarial,1 year exp
MCF-2024-1367820,https://www.mycareersfuture.gov.sg/job/general-management/associate-imcb-astar-research-entities-e1e3898fbf8c4f2f4926a09100097955?source=MCF&event=Search,"$1,900to$3,800","Contract, Full Time",Posted 16 Sep 2024,"Associate (Scientific and Business Management), IMCB","The A*STAR Institute of Molecular and Cell Biology (IMCB) is a premier research institute whose mission is to harness biology for transformational bio-therapeutics and diagnostics. With a strong emphasis on collaboration with stakeholders across the ecosystem in Singapore, IMCB aims to achieve scientific excellence and continues to nurture the next generation of scientists in order to create growth and enhance lives.
We are seeking a dedicated and highly organized team member to join our Scientific and Business Management Team and contribute to the growth of our institute.
Job Description:
The roles and responsibilities of the Associate (Scientific and Business Management), include, but are not limited to the following:
· Provide administrative support for IMCB Mentorship Program and student internships/attachments, including coordinating arrangements for PhD student seminars, engagement sessions, etc. and IMCB Fellowship.
· Coordinate lab tours for local and international visitors, and students.
· Assist in organising and providing administrative, procurement and logistics support for IMCB events such as meetings, workshops, conferences/symposiums, and engagement sessions et cetera.
· Disseminate event-related communications such as EDMs and circulars.
· Serve as a member of the IMCB Crisis Management Team.
· Manage office supplies, including ordering and restocking.
· Provide other administrative support as required.
Requirements:
· Possess at least a Diploma or ""A"" Levels in any discipline.
· Relevant experience in administrative and event support preferred.
· Excellent planning, problem-solving, organisational and communication skills.
· Proficiency in MS Office software such as Word, Excel and PowerPoint etc.
· Self-driven, resourceful and meticulous individual with good interpersonal skills and able to multi-task.
· Ability to work independently and as part of a team with researchers and administrative staff.
· Willing to take on ad-hoc additional duties.
· On-the-job training will be provided.
The above eligibility criteria are not exhaustive. A*STAR / IMCB may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice.","Able To Multitask
Ability To Work Independently
Interpersonal Skills
Cell Biology
MS Office
Mentorship
Procurement
PowerPoint
Biology
Communication Skills
Office Software
Administrative Support
Excel
Crisis Management",A*STAR RESEARCH ENTITIES,General Management,1 year exp
MCF-2024-1437294,https://www.mycareersfuture.gov.sg/job/admin/policy-administration-professional-persolkelly-singapore-6042aa64ccb77bd2ec4baedd1bef373f?source=MCF&event=Search,"$5,500to$8,800",Contract,Posted 30 Sep 2024,POLICY ADMINISTRATION PROFESSIONAL,"Policy Management
Formulate employees’ overseas deployment not limiting to benefits and living arrangements, family visit reimbursements, and personal tax subsidies.
Formulate management regulations for employee accommodations in Singapore, defining supplier management standards to provide quality living environments for employees while controlling costs.
Collaborate with internal stake holders for issuance of fixed asset management regulations, and streamline processes for cross‑border/cross‑department asset allocation, storage, usage, maintenance, depreciation, disposal, inventory, and accountability.
Develop office management guidelines, clarifying information security, meeting reservations, overtime meals, and management for public areas.
Establish travel application processes, rebooking and cancellation processes, and refine global travel budget and living allowance distribution.
Develop business continuity plans.
Operational Management
Led the daily administrative operations for the China and Singapore regions.
Coordinate with key suppliers and finalized significant cooperation agreements with the assistance of legal and finance teams.
Organize functional checks to promptly identify problems and provide supervision and corrective guidance.
Conduct performance evaluations for administrative staff and managed bonus distributions.
Organize monthly training sessions for employees to enhance their professional skills.
Requirements
Bachelors or Master Degree in Business Management or equivalent
At least 5 years of experience in MNC or end user environment
Experience in policies management , operations management & compliance audit experience/ knowledge required
Required to travel extensively to China , Taiwan every quarterly for business meetings
Interested candidate please submit your CV directly through the official PERSOLKELLY job application platform - GO Mobile> https://go.persolkelly.com/job/apply/9115
PERSOLKELLY Singapore Pte Ltd • RCB No. 200007268E • EA License No. 01C4394
R1105286 (Ngiam Xinyi (Yan Xinyi))","Information Security
Asset Management
Asset Allocation
Business Continuity
Public Policy
Tax
Inventory
Public Sector
Enforcement
Operations Management
Office Management
International Finance
Subsidies
Public Relations
Audit",PERSOLKELLY SINGAPORE PTE. LTD.,"Admin / Secretarial, Professional Services",5 years exp
MCF-2024-1432125,https://www.mycareersfuture.gov.sg/job/engineering/av-engineer-elitez-9c7b365d98034ed8564fd38aca55b8bb?source=MCF&event=Search,"$3,500to$4,000",Permanent,Posted 27 Sep 2024,AV Engineer (Basic up to $4500 / Performance Bonus / 5 Days / Office Working Hour / Kallang),"Job Summary:
· Salary package: Basic $3500 - $4000 + Performance Bonus
· Working hours: Monday to Friday 9am - 6pm
· Working location : Kallang

Job Responsibilities:
Job Objective:
•⁠ ⁠Work closely with manufacturers and Engineers to implement and service audio visual and video conferencing solutions in accordance to company’s standards and best practices to meet customer’s requirements

Core Responsibilities:
•⁠ ⁠System configuration, Testing & Commissioning of Integrated Audio Visual and Videoconferencing solution.
•⁠ ⁠Conduct end user trainings to end users on how to use the Solution(s) implemented.
•⁠ ⁠Work closely with in house AV Designers and Engineers from different manufactures to implement full integrated solutions for venues like meeting room, lecture room, experience centre, command centre, auditorium, ballroom, etc
•⁠ ⁠Study the schematic drawings to understand the technical & functional requirements to implement each solution
•⁠ ⁠Assist in after sales services

Requirements:
•⁠ ITE/ Diploma in IT/Engineering/Audio Visual
•⁠ Minimum 2 years of experience in System configuration, Testing & Commissioning for Audio Visual solution. Good to have:
•⁠ Experience in some of the products like Videowall, LED & LCD Display, Digital Sound Processor (DSP), Amplifier, Speaker, videoconferencing, Audio Visual Switches.
•⁠ Experience in similar renowned AV brands like Samsung, Crestron, Extron, BOSE, Ev, Poly, Cisco, Logitech, etc
•⁠ Experience in Crestron, Extron, AMX, Kramer automation programming will be an added advantage
•⁠ Experience in DSP programming will be an added advantage

How to apply:
By submitting any application or resume to us, you will be deemed to have agreed and consented to us disclosing your personal information to prospective employers for their consideration.
We regret that only shortlisted candidates will be notified.

Lee Tau Shen
Registration Number: R21109698
EA Licence No: 16C8004 (Elitez Pte Ltd)","Switches
Sales
Archives
Audio Equipment
Video Conferencing
Television
Troubleshooting
Crestron
Concerts
Avid
Audio Design
Audio Conferences
TCP
Audio
AV
Extron
Audio Engineering
Audio Post Production
Sound Design
Commissioning",ELITEZ PTE. LTD.,Engineering,1 year exp
