Job Id,Job URL,Job Salary Range,Job Employment Type,Job Posting Date,Job Title,Job Description,skills,Company,Job Industry,Job Minimum Experience,Work Type,Min Salary (K),Max Salary (K),Average Salary (K),Salary Range (K),Year-Quarter,Broader Category
MCF-2024-1463935-1,https://www.mycareersfuture.gov.sg/job/engineering/senior-mes-systems-engineer-siemens-lsmg-cognizant-technology-solutions-asia-pacific-81f99aee6761f28064d44c73d0081133?source=MCF&event=Search,"$9,000to$11,500","Permanent, Full Time",2024-10-03,Senior  Opcenter  Simatic It  Lsmg,"The last number of years has seen significant growth in the use of Manufacturing Execution Systems (MES) within the Life Science industry. With this trend set to continue, We are looking for dedicated, innovative and driven talent to join our expanding MES team.

We are are looking to hire a Senior/ Systems Engineer to join our MES team working at our client site, a pharmaceutical MNC. The selected candidate will be required to provide consultation and engineering service to the execution phase of the project. He/she will also be involved in the generation and ownership of IQ/OQ/PQ documentation and the GoLive Support.

Responsibilities
Troubleshoot and provide solutions for MES & ERP problems in recipe execution and recipe authoring.
Liaise with QA to provide approved change control documentation for all MES system changes.
Design, create, write and execute to a high-quality standard, test and validation protocols, risk assessments, and system documentation.
Design, create, write and/or make all required changes to MES & ERP Recipes, worksheets, equipment and material spec's including phase transition logic to a high-quality standard.
Design, create, write and/or make all required changes to ensure cleaning, equipment and product procedures are aligned to MES processes and vice versa.
Design, create, write and provide training for all other site personnel on their related MES roles and arrange system access.
Participate in MES knowledge exchanges, MES Governance meetings and manage issues, work-around and fixes identified.
Work closely with IT regarding upgrades, patching, hardware support, security and system access and provide technical expertise in implementing upgrades and patching.
Liaise with Global MES on required system improvements.
Provide support to other MES system users as required to ensure business continuity.
Participate in MES projects from initiation to ensure MES system or hardware requirements are taken into consideration.
Ensure maintenance/replacement of MES hardware, printers, scales, scanners and bar-code labelers. Review for upgrades periodically.
Keep other MES Team Members up to date on MES changes Documentation of all activities in line with cGMP requirements.
Cross training within the team and training of new team members.
Participation in continuous improvement programs to implement improvements in the quality, safety, environmental and production systems.
Adheres to and supports all health and safety standards, procedures and policies.

Requirements
Werum PAS-X/Aspen/Syncade, Siemens MES (Camstar / Opcenter / Simatic IT) product hands-on experience for full application configurations including interface with SAP and automation systems
In-depth of knowledge of Pharmaceutical business process (Chemicals (W&D, Solid bulk Mfg., packaging and other unit operations), Bio Pharma processes)
Creation of business process flow diagram
Master Batch Record creation in Werum PAS-X
Knowledge on Industry Standards S88 and ISA S95
Experience working on projects in the pharmaceutical and/or biotechnology industries knowledge of GAMP lifecycle and quality management processes employed in the pharmaceutical sector Excellent communication skills and collaborative with team members and external groups
About Cognizant
Cognizant (Nasdaq: CTSH) engineers modern businesses. We help our clients modernize technology, reimagine processes and transform experiences so they can stay ahead in our fast-changing world. Together, we're improving everyday life. See how at www.cognizant.com or @cognizant.","['MES', 'Recipes', 'Excellent Communication Skills', 'Manufacturing Engineering', 'FDA', 'Emerson DeltaV', 'Regulatory Compliance', 'Hardware', 'ERP', 'Manufacturing Processes', 'GAMP', 'Aspen', 'Biotechnology', 'SAP', 'Control System Programming', 'Life Science Industry', 'Business Process', 'Manufacturing', 'Chemical Engineering', 'Commissioning']",Cognizant Technology Solutions Asia Pacific Pte. Ltd.,"Engineering, Healthcare / Pharmaceutical, Manufacturing",8.0,Permanent,108.0,138.0,123.0,30.0,2024Q4,Engineering
MCF-2024-1463935-2,https://www.mycareersfuture.gov.sg/job/engineering/senior-mes-systems-engineer-siemens-lsmg-cognizant-technology-solutions-asia-pacific-81f99aee6761f28064d44c73d0081133?source=MCF&event=Search,"$9,000to$11,500","Permanent, Full Time",2024-10-03,Senior  Opcenter  Simatic It  Lsmg,"The last number of years has seen significant growth in the use of Manufacturing Execution Systems (MES) within the Life Science industry. With this trend set to continue, We are looking for dedicated, innovative and driven talent to join our expanding MES team.

We are are looking to hire a Senior/ Systems Engineer to join our MES team working at our client site, a pharmaceutical MNC. The selected candidate will be required to provide consultation and engineering service to the execution phase of the project. He/she will also be involved in the generation and ownership of IQ/OQ/PQ documentation and the GoLive Support.

Responsibilities
Troubleshoot and provide solutions for MES & ERP problems in recipe execution and recipe authoring.
Liaise with QA to provide approved change control documentation for all MES system changes.
Design, create, write and execute to a high-quality standard, test and validation protocols, risk assessments, and system documentation.
Design, create, write and/or make all required changes to MES & ERP Recipes, worksheets, equipment and material spec's including phase transition logic to a high-quality standard.
Design, create, write and/or make all required changes to ensure cleaning, equipment and product procedures are aligned to MES processes and vice versa.
Design, create, write and provide training for all other site personnel on their related MES roles and arrange system access.
Participate in MES knowledge exchanges, MES Governance meetings and manage issues, work-around and fixes identified.
Work closely with IT regarding upgrades, patching, hardware support, security and system access and provide technical expertise in implementing upgrades and patching.
Liaise with Global MES on required system improvements.
Provide support to other MES system users as required to ensure business continuity.
Participate in MES projects from initiation to ensure MES system or hardware requirements are taken into consideration.
Ensure maintenance/replacement of MES hardware, printers, scales, scanners and bar-code labelers. Review for upgrades periodically.
Keep other MES Team Members up to date on MES changes Documentation of all activities in line with cGMP requirements.
Cross training within the team and training of new team members.
Participation in continuous improvement programs to implement improvements in the quality, safety, environmental and production systems.
Adheres to and supports all health and safety standards, procedures and policies.

Requirements
Werum PAS-X/Aspen/Syncade, Siemens MES (Camstar / Opcenter / Simatic IT) product hands-on experience for full application configurations including interface with SAP and automation systems
In-depth of knowledge of Pharmaceutical business process (Chemicals (W&D, Solid bulk Mfg., packaging and other unit operations), Bio Pharma processes)
Creation of business process flow diagram
Master Batch Record creation in Werum PAS-X
Knowledge on Industry Standards S88 and ISA S95
Experience working on projects in the pharmaceutical and/or biotechnology industries knowledge of GAMP lifecycle and quality management processes employed in the pharmaceutical sector Excellent communication skills and collaborative with team members and external groups
About Cognizant
Cognizant (Nasdaq: CTSH) engineers modern businesses. We help our clients modernize technology, reimagine processes and transform experiences so they can stay ahead in our fast-changing world. Together, we're improving everyday life. See how at www.cognizant.com or @cognizant.","['MES', 'Recipes', 'Excellent Communication Skills', 'Manufacturing Engineering', 'FDA', 'Emerson DeltaV', 'Regulatory Compliance', 'Hardware', 'ERP', 'Manufacturing Processes', 'GAMP', 'Aspen', 'Biotechnology', 'SAP', 'Control System Programming', 'Life Science Industry', 'Business Process', 'Manufacturing', 'Chemical Engineering', 'Commissioning']",Cognizant Technology Solutions Asia Pacific Pte. Ltd.,"Engineering, Healthcare / Pharmaceutical, Manufacturing",8.0,Permanent,108.0,138.0,123.0,30.0,2024Q4,Healthcare
MCF-2024-1480358,https://www.mycareersfuture.gov.sg/job/marketing/performance-marketing-executive-homeez-a9fd947ef0c29ab35589615a5385702f?source=MCF&event=Search,"$3,000to$5,000",Full Time,2024-10-07,Performance Marketing Executive,"About the Company
Homeez is an innovative renovation platform that leverages advanced technology, enabling homeowners to personally design their spaces through our design-now AI Designer tools and connecting homeowners to direct suppliers.

Description
As a Performance Marketing Executive, you will create, execute, and manage paid acquisition campaigns. You will be responsible for analyzing data to pull insights and inform decisions across all acquisition channels to booth growth.
Roles and Responsibilities
Build and manage acquisition campaigns across various channels including social, SEM, and display to drive revenue and increase ROI.
Analyze and optimize campaign performance based on data-driven insights and strategy using quantitative analysis.
Identify marketing performance issues and pinpoint the root cause analysis with the help of analytics tools such as Google Analytics.
Effectively communicate complicated analyses by developing easy-to-use reporting or visualization dashboards (demand funnel, marketing planning and budgeting, marketing ROI, operational efficiency, campaign impact, awareness, events, and strategic KPIs).
Understand new and relevant KPI metrics requirements for performance management and optimization purposes.
Work with creative and marketing teams to test strategies and innovation.
Deliver quantifiable improvements in ROI and cost per conversion (CPA) across all channels.
Qualifications
Previous work experience in a quantitative marketing role managing strategy and execution on social, search, or other performance-oriented channels.
In-platform execution experience setting up campaigns in Facebook ads manager, Google Ads, and Google AdWords.
Deep understanding of data or data modeling and able to objectively identify insights for sharing with stakeholders.
Exceptional analytical skills to identify opportunities within complex data and where these can be operationalized.
Proven track record of building and scaling acquisition campaigns with a strong focus on ROI.
Outstanding presentation skills.
Excellent written and verbal communication skills.
Strong project management skills.
Critical thinker and creative.
Bachelor’s degree in Marketing or relevant field.
Skills
Performance Marketing
Digital Marketing
SEM & SEO
Paid Search
Competitive Analysis
Marketing
Display Advertising
PPC
Marketing Automation
Reporting

Training will be provided.
_____________________________________________________________________","['Competitive Analysis', 'Designer', 'Management Skills', 'SEM', 'Analytical Skills', 'Data Modeling', 'Google Adwords', 'Quantitative Analysis', 'Display Advertising', 'Digital Marketing', 'Google Analytics', 'SEO', 'PPC', 'Homeowners']",Homeez Pte. Ltd.,Marketing / Public Relations,1.0,Full-Time,36.0,60.0,48.0,24.0,2024Q4,Business
MCF-2024-1474978,https://www.mycareersfuture.gov.sg/job/banking-finance/senior-analyst-real-estate-tri-cap-consulting-83afa01b472007435df05d2bd743a04f?source=MCF&event=Search,"$7,000to$9,000","Permanent, Full Time",2024-10-06,Senior Analyst   Real Estate,"We are recruiting for a private fund with real estate and renewables, infrastructure and data centres and their total AUM stands at more than USD20 billion in more than 10 countries.

Reporting to the Fund Manager, you will be focusing on their Singapore new economy assets such as logistics/industrial/Build-to-suit/development/redevelopment assets. You will be supporting the existing fund activities and decision making, via analysis to maximise the performance of its managed funds/ventures.

This will include identifying and evaluating potential investment opportunities, managing deal origination and divestment considerations. You will lead and perform all aspects of transaction due diligence, transaction management and closing process.

You will be developing financial analysis, financial modelling, valuation, IRR analysis to assess and support investment decisions. You will conduct research, review and evaluate real estate sectors market trends; Monitor and compile industry, market and asset level data and financial information; Formulate and recommend investment strategies

You will prepare investment teasers, investment papers and all presentation material for investment committee and investor paper approvals. You will assist with business development, divestments, capital raising and other investment activities.

You will also be responsible for investor communication including queries, preparing and reviewing regular investor reports. You will be developing the investment, asset management and leasing strategies including the initial and subsequent preparation of asset plans and budgets.

You will monitor asset financial, operational and portfolio performance, loan covenants as well as coordinating on the regular external valuations etc.

Requirements

You are degree qualified in Real Estate, Finance, Accountancy, Business from a reputable education institute and possess about 3 to 4 years of experience

You are highly numerical and able to do some basic financial modelling and analysis.

You have excellent interpersonal and communication skills in interacting with different (internal and external) stakeholders.

All applications will be treated in the strictest confidence. Personal data provided will be used for recruitment purposes only.

Please apply with your CV in word document format. We regret to inform that only shortlisted candidates will be notified. For other positions related to real estate, please go to https://careers.tri-cap.com.sg/.

EA Licence: 24S2282
EA Personnel: R1109270","['Budgets', 'Asset Management', 'Real Estate Investment', 'Investment Strategies', 'Commercial Real Estate', 'Valuation', 'Recruiting', 'Transaction Due Diligence', 'Capital Raising', 'Transaction Management', 'Financial Modelling', 'Financial Analysis', 'Communication Skills', 'Real Estate', 'Decision Making', 'Business Development']",Tri-Cap Consulting Pte. Ltd.,"Banking and Finance, Real Estate / Property Management",3.0,Permanent,84.0,108.0,96.0,24.0,2024Q4,Business
MCF-2024-1477412,https://www.mycareersfuture.gov.sg/job/accounting/finance-officer-gems-partners-network-d47c8ccc60bc28b276f608e96de3d865?source=MCF&event=Search,"$2,800to$4,500","Permanent, Full Time",2024-10-07,Finance Officer,"Highlights
AWS
Performance bonus
5 days work week, Mondays to Fridays (9am-6pm)
East, Singapore
Responsibilities
General Ledger Management: Maintain and update the general ledger with accurate and timely entries.
Accounts Payable and Receivable: Process and manage accounts payable and receivable, ensuring timely payments and collections. Reconcile vendor statements and resolve any discrepancies promptly.
Financial Reporting: Assist in the preparation of monthly, quarterly, and annual financial statements.
Fixed Asset Management: Maintain and update the fixed asset register, ensuring accurate recording of acquisitions, disposals, and depreciation. Conduct regular physical audits of fixed assets to ensure accuracy and compliance with company policies.
Fixed Asset Management: Ensure compliance with relevant accounting standards and company policies for fixed asset management.
Bank Reconciliations: Perform monthly bank reconciliations and investigate and resolve any discrepancies.
Tax and Compliance: Support the preparation and submission of tax returns and statutory filings.
Audit Support: Assist in internal and external audits by providing necessary documentation and explanations.
Cash Flow Management: Monitor and manage cash flow to ensure the company can meet its financial obligations. Prepare cash flow forecasts to support financial planning.
Follow-Up and Communication: Liaise with internal departments and external stakeholders to resolve financial discrepancies and follow up on outstanding items.
Requirements
Minimum Diploma in Accountancy or equivalent.
Min 2 years of related working experience for junior role and 5 years for the senior position, preferably in the airfreight and logistics industry.
Well versed in Microsoft Office applications (Word & Excel).
Interested and suitable candidate kindly click quick apply. Resume will be routed to Jasmine Chin Yan Min. We regret that only suitable candidate will be notified.
GEMS Recruit/EA License: 23C1459
EA Personnel No: R1442379 (Jasmine Chin Yan Min)","['Asset Management', 'Accounts Payable', 'Microsoft Office', 'Financial Planning', 'Tax', 'Cash Flow Management', 'General Ledger', 'Financial Statements', 'Audits', 'Accounting Standards', 'Excel', 'Cash Flow', 'Acquisitions', 'Audit', 'Financial Reporting']",Gems Partners Network Pte. Ltd.,Accounting / Auditing / Taxation,2.0,Permanent,33.599999999999994,54.0,43.8,20.40000000000001,2024Q4,Business
MCF-2024-1364214,https://www.mycareersfuture.gov.sg/job/logistics/trading-manager-abterra-resources-b1d90cee4d15616a6bd88cbd436bf3b7?source=MCF&event=Search,"$5,000to$5,000",Full Time,2024-10-07,Trading Manager,"Responsibilities:
Manage the establishment of trade department, formulate work plans and relevant budget, take full charge of daily management of the department;
Manage import and export business process;
Handle contracts, letter of credit and shipping documents independently
Collect and analyze important industrial data, explore domestic and foreign markets actively and effectively;
Sign, manage and execute bulk commodity trading contracts, as well as deal with relevant business matters;
Participate in business development and negotiations, including daily communication with important clients;
Manage internal documentation as well as assessment, training, rewards and remedy of personnel within the department;
Other tasks assigned by the management
Requirements:
BA/BS in the field of international trade, international finance and other related discipline;
5+ years’ experience executing management of import and export business, preferably experience in foreign companies of related fields;
Familiar with international settlement, as well as the business process, laws and regulations of import and export, professional knowledge of trade management and related skills;
Excellent team leadership and coordination skills, strong communication & negotiation skills;
Initiative, professional appearance, occupation ethics, moral, strong marketing capability;
Work well independently and able to adapt to environment.","['Negotiation', 'Commodity', 'Work Well Independently', 'Risk Management', 'International Finance', 'Letter of credit', 'Strategy', 'Inventory Management', 'Compliance', 'Business Process', 'Business Development', 'Shipping', 'International Trade']",Abterra Resources Pte. Ltd.,Logistics / Supply Chain,3.0,Full-Time,60.0,60.0,60.0,0.0,2024Q4,Business
MCF-2024-1449891,https://www.mycareersfuture.gov.sg/job/admin/admin-assistant-instaramen-9f591c779bdedb5d077e4492dd29ccee?source=MCF&event=Search,"$800to$1,600",Part Time,2024-10-01,Admin Assistant,"We are seeking a part-time Admin Assistant to join our dynamic team! This role is ideal for students and individuals looking for flexible work arrangements. You will support our team in day-to-day administrative tasks, including helping with booth setup and management, promoting our products and services, and assisting in accounting activities. A hybrid work arrangement is possible, and training will be provided—no prior experience needed!

Key Responsibilities:
Assist supervisors in setting up and manning promotional booths.
Promote business products and services effectively to visitors.
Support in various administrative and accounting activities.
Ensure accuracy and meticulousness in data entry and record-keeping.
Uphold a friendly and approachable demeanor when interacting with customers.
Fulfill a minimum of 20 hours per week, with flexible scheduling.
Requirements:
Students are welcome; no prior experience is required.
Meticulous, detail-oriented, and highly organized.
Sociable, friendly, and comfortable interacting with people.
Willing to learn and able to adapt to different tasks.
Committed to delivering quality work and reliable.
Work Arrangement:
Part-time with a hybrid work option (both in-office and remote).
Minimum of 20 hours per week.
Availability for flexible scheduling, including weekdays and weekends.
Compensation:
$10 per hour on weekdays.
$13.50 per hour on weekends, public holidays, and eves of public holidays.
Hourly rate will increase as you acquire competency and proficiency in your role.
If you’re looking to gain hands-on experience in a dynamic environment, enjoy learning on the job, and have the flexibility to balance your studies and work, we encourage you to apply!","['Product Knowledge', 'Microsoft Excel', 'Logical Thinker', 'Interpersonal Skills', 'Inventory', 'Administration', 'Data Entry', 'Approachable', 'Good Communication Skills', 'Administrative Support', 'Team Player', 'Customer Service', 'Scheduling', 'Able To Work Independently']",Instaramen Pte. Ltd.,"Admin / Secretarial, Customer Service, Sales / Retail",0.0,Part-Time,9.6,19.200000000000003,14.400000000000002,9.6,2024Q4,Business
MCF-2024-1466794,https://www.mycareersfuture.gov.sg/job/banking-finance/assistant-managermanager-asset-management-tri-cap-consulting-d94e738725fc4b2cf83d4bb808c171a2?source=MCF&event=Search,"$8,000to$10,000","Permanent, Full Time",2024-10-04,Assistant Manager  Manager  Asset Management,"We are recruiting for our client – a private equity real estate firm looking to diversify their acquisition strategy and am seeking an experienced Assistant Manager/Manager - Asset Management with good track record in the repositioning of commercial real estate properties.

In this capacity, you will be responsible for planning and strategic operations of its portfolio.

Main Duties & Responsibilities
Provide strategic direction and financial analysis in the implementation of asset strategies, working in partnership with cross functional teams to maximize returns on the investment /asset
Monitoring and analysis of business performance, including reviewing financial performance, leasing status, rental collection, operating expenses and planned capital expenditure
Manage required monthly, quarterly and annual reporting workflows, cash flow management and asset valuation as and when required
Prepare internal and external memorandums, including annual business plans, board level presentations and investor presentations as required
Assist in evaluating real estate investment opportunities and validating underwriting assumptions where required from deal sourcing, deal screening, valuation, cash flow modelling, due diligence and completion stages
Provide ad-hoc analysis on impact of acquisitions and asset level decisions on portfolio returns and divestment value
Requirements
You are qualified with a degree in Real Estate, Business, Finance, Accounting or equivalent with at least 6 years of experience in real estate funds or real estate companies
Highly analytical with strong numerical skills as well as having in-depth understanding of asset operations and their life cycle including leasing/property management
Team player, with excellent communication and possess a positive and pleasant personality
All applications will be treated in the strictest confidence. Personal data provided will be used for recruitment purposes only.

Please apply with your CV in word document format. We regret to inform that only shortlisted candidates will be notified. For other positions related to real estate, please go to https://careers.tri-cap.com.sg/.

EA Licence: 24S2282
EA Personnel: R1109270","['Asset Management', 'Real Estate Investment', 'Due Diligence', 'Commercial Real Estate', 'Valuation', 'Real Estate Finance', 'Cash Flow Management', 'Recruiting', 'Private Equity', 'Deal Sourcing', 'Underwriting', 'Accounting', 'Financial Analysis', 'Capital', 'Team Player', 'Real Estate', 'Cash Flow', 'Acquisitions']",Tri-Cap Consulting Pte. Ltd.,"Banking and Finance, Real Estate / Property Management",6.0,Permanent,96.0,120.0,108.0,24.0,2024Q4,Business
MCF-2024-1420098,https://www.mycareersfuture.gov.sg/job/banking-finance/1-month-career-trial-gen-financial-advisory-159c1c26459282bf1d01453444edbabd?source=MCF&event=Search,$1to$1,Freelance,2024-9-26,1Month Career Trial,"About Us: GEN Financial Advisory is a financial advisory firm recognised as one of the top retirement planning service providers in Singapore. We are offering a uniquely flexible 1-month career trial for aspiring individuals to experience the financial planning career without making a formal commitment. The career trial is designed to help the individual explore his or her suitability to the career and fit to the company’s culture.

Position Overview: The career trial is designed to be flexible so that it is suitable for both individuals who are actively employed or unemployed. The 1-month program includes entrepreneurship and communication skills training as well as a hands-on activity project structured around a flexible schedule that mirrors the actual role of a financial planner.
This career trial is designed to provide exposure to the financial services sector and offers the potential for a full-time position based on performance.

Responsibilities:

Complete a communication skills training session.
Complete an entrepreneurship training session.
Complete an activity-based project
Complete a financial education project
Complete an end-of-trial review

Requirements:
Singaporeans and PRs
Minimum academic qualification: Diploma awarded by a polytechnic in Singapore
A basic understanding of financial concepts is a plus
Open to commission-based work
Duration: 1 Month

Career Development: Outstanding interns may be considered for a full-time position as a financial planner at GEN upon the successful completion of the career trial.","['Ability To Work Independently', 'Customer Support', 'Financial Planning', 'Career Development', 'Planner', 'Entrepreneurship', 'Networking', 'Communication Skills', 'Retirement Planning', 'Financial Advisory', 'Financial Services']",Gen Financial Advisory Pte. Ltd.,"Banking and Finance, Consulting, Customer Service, Insurance, Marketing / Public Relations",0.0,Freelance,0.012,0.012,0.012,0.0,2024Q3,Business
MCF-2024-1445955,https://www.mycareersfuture.gov.sg/job/legal/insurance-executive-oldendorff-carriers-2ba5f677f1e47f019defeba89a14c907?source=MCF&event=Search,"$8,000to$12,000","Permanent, Full Time",2024-10-01,Insurance Executive,"Essential Functions:
You will be a member of the legal department and be responsible primarily for advising on and running P&I covered matters.
Consultancy for responding to and preventing P&I covered claims against the company.
Report to Legal management and liaise with internal and external experts in shipping law, operations and technical management.
Coordinate with our insurance companies and external law firms as required.
Coordinate with Insurance Placing.
Gain exposure to other functions of the Legal department carried out in support of the company as appropriate.","['Insurance Law', 'Microsoft Excel', 'Operations', 'Technical Management', 'Claims', 'Law', 'Insurance Claims', 'Consultancy', 'Shipping', 'Insurance']",Oldendorff Carriers (Singapore) Pte. Ltd.,Legal,5.0,Permanent,96.0,144.0,120.0,48.0,2024Q4,Legal Services
MCF-2024-1469005,https://www.mycareersfuture.gov.sg/job/logistics/senior-logistics-analyst-electro-scientific-industries-singapore-5601aef10a133280b54201ba5ccbecaf?source=MCF&event=Search,"$5,000to$7,000",Full Time,2024-10-04,Senior Logistics Analyst,"A Day in Your Life at MKS:
As a dynamic Senior Logistic Analyst, you will be responsible for Logistics and Shipping Management. In this role you will report to the Snr Manufacturing/Operations Manager.


You Will Make an Impact By:
Monitor, coordinate and update SAP inventory stock record within the plant including external stock locations.
Perform and coordinate SAP transaction for Stocks Transfer Orders (STO) and any system material movements to support company’s production orders, including the external production facilities.
Coordinate, perform, rectify and verify every Weekly Cycle Counts reconciliation.
Investigate any stock variances on-time due to stock discrepancies.
Generate daily reports to monitor and rectify outstanding SAP transactions not perform on-time.
Administer, maintain and update the logistics department’s Business Process Documents, Work Instructions, SOPs and Process Flow Charts.
Administer and perform SAP transaction for RTV/RMA parts under Quality Notes (QN) process on-time basis.
Arrange RTV/RMA with procurement and 3PL on defectives to ESI world wide’s repair vendor locations.
Clearing and managing SAP DDs and parts list with 3PL.
Perform SAP trouble-shootings such as reversal.
Assist in updating internal and external audit reports.
Generate daily and weekly reports under Logistics Department portfolios.
Manage, execute and expedite all incoming & outgoing shipments to & from Singapore plant (SPO) to global destinations, including coordinating with 3PL on shipping matters.
Co-ordinate with WIP, production and/or QM engineers/technicians for laser units received.
Co-ordinate and expedite all trucking cargoes from Malaysia to Singapore plants, including ESI’s sub-contractors and vice versa.
Assist and liaise with 3PL on Export Control permit declaration and shipping out Controlled parts thereafter.
Support as back-ups for warehouse receiving functions including SAP GR process.
Coordinate and provide Letter of Authorization (LOA) to ESI’s global shipment under courier services.
Any other tasks assigned by management.

Skills You Bring: (Required Skills)
Minimum Diploma level of any discipline.
Well verse in SAP R/3 (MM Modules) with at least 3 years’ experience as an end-user in his/her last job.
Ability to verify, rectify and trouble-shoot SAP discrepancies.
Knowledge in inventory control management, probably MRP.
Experience and knowledge in shipping coordination and documentation.
Meticulous and passion on generate reports and write documents.
Positive attitude and ability to communicate with co-workers, both verbal and written.
Experience in using MS Words, Excel, Pivot table and Power Points.
Willing to learn.","['Management Skills', 'External Audit', '3PL', 'Inventory', 'WIP', 'Inventory Control', 'Procurement', 'SQL', 'SAP', 'Authorization', 'Freight', 'Trucking', 'Analytical Problem Solving', 'Business Process', 'Shipping']",Electro Scientific Industries Singapore Pte. Ltd,Logistics / Supply Chain,3.0,Full-Time,60.0,84.0,72.0,24.0,2024Q4,Business
MCF-2024-1466830,https://www.mycareersfuture.gov.sg/job/accounting/senior-finance-analyst-tri-cap-consulting-fbd5f36c385090a94ed646dac3272c38?source=MCF&event=Search,"$6,000to$7,000","Permanent, Full Time",2024-10-04,Senior Finance Analyst,"You will be supporting the Finance Managers in Accounting and FPA and also responsible for applying strong analytical, technical, and collaborative skills for extracting and gathering data, creating financial reports using Power BI, Oracle SmartView, Anaplan (Add-in), to support in depth analysis of business/ financial performance.

Key responsibilities:
Develops a full and detailed understanding of data available across the function as well as enterprise including familiarity with all internal and external systems involved in maintaining that data.
Extracts and combines information from various data sources and delivers ad-hoc and scheduled reports to a variety of internal and external customers in a timely manner.
Support the Accounting manager as assigned – including the coordination with external service providers to review month/ quarter end closing of the platform entities. Perform and review periodic financial packages and activities.
Support the FPA Manager as assigned – Including the organization, review, and analysis of financial and accounting information provided by business partners (developers, fund manager, etc); check calculations, review basis for figures, balance and reconcile figures
Communicates with team members, key business managers, and others to answer questions, provide support, and ensure timely completion of accounting processes for on-time reporting.
Follows policies and procedures by monitoring and ensuring compliance with regulatory requirements, organisational standards, and operational processes related to area(s) of responsibility and reporting breaches of process/ policy or concerns to appropriate individual(s).
Identifies areas for improvement and offers suggestions to improve efficiency and productivity.
Keeps abreast of current changes in technology, processes and standards within the industry and area(s) of responsibility by attending internal and external training classes, research and/or subscribing to the internet or other professional publications or utilising other appropriate method(s) to obtain business and professional information and applies knowledge and practices to area(s) of responsibility.
Ad hoc duties and project work as assigned
Key requirements:

You possess a degree in accounting, business, finance or related field with at least 5 years of relevant experience that demonstrates the application and usage of an accounting and financial background sufficient to analyze financial data and prepare financial reports in accordance with accounting, finance, budgeting, and cost control principles.

All applications will be treated in the strictest confidence. Personal data provided will be used for recruitment purposes only.

Please apply with your CV in word document format. We regret to inform that only shortlisted candidates will be notified. For other positions related to real estate, please go to https://careers.tri-cap.com.sg/.

EA Licence: 24S2282
EA Personnel: R21102223","['Relationship Marketing', 'Real Estate Investment', 'Microsoft Excel', 'Oracle', 'Commercial Real Estate', 'Real Estate Finance', 'Property', 'Accounting', 'French', 'Anaplan', 'Flash', 'Budgeting', 'Publications', 'Regulatory Requirements', 'Real Estate', 'Vlookup', 'Power BI', 'Cost Control', 'Corporate Finance']",Tri-Cap Consulting Pte. Ltd.,"Accounting / Auditing / Taxation, Banking and Finance, Real Estate / Property Management",5.0,Permanent,72.0,84.0,78.0,12.0,2024Q4,Business
MCF-2024-1400720,https://www.mycareersfuture.gov.sg/job/admin/corporate-financial-associate-recruit-now-singapore-cfd9f1341d45448c69e4564306a76d20?source=MCF&event=Search,"$1,200to$1,500",Part Time,2024-9-23,Corporate Financial Associate,"Company’s Profile:
One of the leading global Financial Providers providing insurance and investment planning and management services, they are now looking for vibrant and passionate individuals that are seeking a career path in the financial industry to join them to gain insights and have hands-on experience with guided mentorship to spearhead their career in this industry!

Work location: Newton
Working hours: Monday - Friday, flexible hours (Not required to work on weekends)
Salary: $15/hour

Job Responsibilities:
Consistent evaluation of current portfolio to suggest relevant upgrades.
Developing informative recommendations for clients to strategise their current portfolio.
Learning the financial industry by understanding current economic market trends.
Providing detailed reviews with new clients to enhance their portfolio coverage.
Requirements:
Graduated from local school Diploma/A Levels/University Degree
MUST be able to commit for minimally 1 month, convertible to full-time permanent role

Interested candidates may whatsapp your resume to 8494 1966 and interview can be arranged immediately. Only shortlisted applicants will be contacted.
Cassie Chan | R2197426
Recruit Now Singapore Pte Ltd | EA No: 21C0845","['office insurance', 'Advertising', 'Financial Management', 'Reinsurance', 'Customer Relationships', 'Property', 'Credit Insurance', 'Office Management', 'Administration', 'Mentorship', 'Insurance Sales', 'Networking', 'General Insurance', 'Life Insurance', 'Communication Skills', 'Administrative Support', 'Health Insurance', 'Insurance', 'Insurance Portal', 'Brand Awareness']",Recruit Now Singapore Pte. Ltd.,"Admin / Secretarial, Banking and Finance",0.0,Part-Time,14.4,18.0,16.2,3.6000000000000014,2024Q3,Business
